Gene symbol	RR2__2
ACVR1C	0.0680614
ACVR2A	2.13169
ACVR2B	0.74116
ACVR2B-AS1	0.306354
ACVRL1	0.10616
ACY1	12.0882
ACY3	0
ACYP1	29.1626
ACYP2	3.32735
ADA	2.61007
ADAD1	0
ADAD2	0.0449899
ADAL	5.67289
ADAM10	42.7042
ADAM11	0.099177
ADAM12	34.5365
ADAM15	28.8242
ADAM17	20.1469
ADAM18	0
ADAM19	3.2305
ADAM1A	0.474232
ADAM2	0
ADAM20	0.0161016
ADAM20P1	0.0735571
ADAM21	1.16896
ADAM21P1	0.384312
ADAM22	3.62569
ADAM23	0.898553
ADAM28	0.14052
ADAM29	0
ADAM30	0
ADAM32	0.0495521
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	3.17769
ADAM9	62.2482
ADAMDEC1	0
ADAMTS1	16.4765
ADAMTS10	0.0184769
ADAMTS12	1.68264
ADAMTS13	0.0556809
ADAMTS14	0
ADAMTS15	0.0304246
ADAMTS16	0.820332
ADAMTS17	0.00679225
ADAMTS18	0.0364504
ADAMTS19	0.0255637
ADAMTS19-AS1	0
ADAMTS2	0.0452624
ADAMTS20	0.301107
ADAMTS3	0.488947
ADAMTS4	2.51144
ADAMTS5	0.760879
ADAMTS6	2.95116
ADAMTS7	0.976388
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	0.0468324
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	4.90391
ADAMTSL2	0.0236465
ADAMTSL3	0
ADAMTSL4	0.166953
ADAMTSL4-AS1	0.0505144
ADAMTSL5	0
ADAP1	0.33507
ADAP2	0.0163743
ADAR	43.905
ADARB1	0.406944
ADARB2	0
ADARB2-AS1	0
ADAT1	13.6466
ADAT2	0.931231
ADAT3	5.37275
ADCK1	3.33293
ADCK2	22.0029
ADCK3	6.35717
ADCK4	16.8031
ADCK5	3.60085
ADCY1	0.0169172
ADCY10	0.00871966
ADCY10P1	0.0287669
ADCY2	0
ADCY3	12.0276
ADCY4	0
ADCY5	0
ADCY6	6.75121
ADCY7	6.59405
ADCY8	1.04712
ADCY9	2.5442
ADCYAP1	0
ADCYAP1R1	0.100281
ADD1	43.4506
ADD2	0.0326148
ADD3	13.5948
ADD3-AS1	0.271964
ADGB	0
ADGRA1	0.0119624
ADGRA1-AS1	0
ADGRA2	1.10649
ADGRA3	7.6337
ADGRB1	0.00781784
ADGRB2	1.78053
ADGRB3	0
ADGRD1	0.433912
ADGRE1	24.1097
ADGRE2	0.258141
ADGRE3	0
ADGRE4P	0.197816
ADGRE5	52.7009
ADGRF1	0.309883
ADGRF2	0.0422856
ADGRF3	0.0318918
ADGRF4	1.64777
ADGRF5	0.0149738
ADGRG1	62.3581
ADGRG2	0.84259
ADGRG3	0.0358183
ADGRG4	0.00427689
ADGRG5	0.236075
ADGRG6	0
ADGRG7	0
ADGRL1	6.54792
ADGRL2	1.78909
ADGRL3	0.189778
ADGRL3-AS1	0
ADGRL4	0
ADGRV1	0.517446
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	46.1557
ADH6	0
ADH7	0
ADHFE1	0.197381
ADI1	84.3763
ADIG	0
ADIPOQ	0
ADIPOQ-AS1	0
ADIPOR1	76.1012
ADIPOR2	14.936
ADIRF	2.87284
ADK	47.7562
ADM	92.9962
ADM2	0.184922
ADM5	1.28961
ADNP	22.3515
ADNP-AS1	0.457374
ADNP2	7.19556
ADO	9.21649
ADORA1	4.07665
ADORA2A	2.99913
ADORA2A-AS1	1.47247
ADORA2B	7.57006
ADORA3	0.0539545
ADPGK	37.2026
ADPGK-AS1	1.12184
ADPRH	3.73225
ADPRHL1	0.374079
ADPRHL2	68.4367
ADPRM	5.8799
ADRA1A	0
ADRA1B	0.752559
ADRA1D	0
ADRA2A	0.0113499
ADRA2B	0
ADRA2C	0
ADRB1	0.0313532
ADRB2	0.022693
ADRB3	0
ADRBK1	17.9077
ADRBK2	0.390139
ADRM1	348.29
ADSL	45.0714
ADSS	26.784
ADSSL1	2.6639
ADTRP	2.19079
AEBP1	0.0965362
AEBP2	5.86556
AEN	22.3753
AES	254.704
AFAP1	11.947
AFAP1-AS1	0.00632674
AFAP1L1	0.0934978
AFAP1L2	4.17347
AFF1	4.67997
AFF2	0.00617988
AFF3	0.0157514
AFF4	14.7756
AFG3L1P	2.82673
AFG3L2	32.0092
AFM	0
AFMID	8.00977
AFP	0.386413
AFTPH	13.1419
AGA	7.41285
AGAP1	3.21086
AGAP1-IT1	0
AGAP11	0.057416
AGAP2	0.95834
AGAP2-AS1	26.5611
AGAP3	53.7168
AGAP4	0.423951
AGAP5	0.675389
AGAP6	1.785
AGAP7P	0.113541
AGAP9	0
AGBL1	0.0126636
AGBL1-AS1	0
AGBL2	0.35639
AGBL3	0.10009
AGBL4	0.0149656
AGBL4-IT1	0
AGBL5	23.8501
AGBL5-AS1	0.20841
AGER	1.25232
AGFG1	7.21966
AGFG2	8.77406
AGGF1	4.99133
AGK	11.0865
AGL	6.72964
AGMAT	1.84995
AGMO	0
AGO1	7.71675
AGO2	5.90133
AGO3	3.99146
AGO4	2.4399
AGPAT1	42.9243
AGPAT2	0.434991
AGPAT3	20.514
AGPAT4	2.07634
AGPAT4-IT1	0.836024
AGPAT5	10.6894
AGPAT6	23.0437
AGPAT9	11.0998
AGPS	10.6295
AGR2	0.0537773
AGR3	0
AGRN	50.2341
AGRP	0
AGT	0.368223
AGTPBP1	12.5391
AGTR1	0.645199
AGTR2	0
AGTRAP	133.504
AGXT	0
AGXT2	0
AHCTF1	12.4514
AHCTF1P1	0.120495
AHCY	133.153
AHCYL1	84.2391
AHCYL2	3.60709
AHDC1	8.56123
AHI1	2.86139
AHNAK	69.8178
AHNAK2	11.15
AHR	19.2278
AHRR	1.5949
AHSA1	237.59
AHSA2	5.30549
AHSG	0.0305008
AHSP	0
AICDA	0.0482674
AIDA	55.2244
AIF1	0
AIF1L	1.46867
AIFM1	33.8384
AIFM2	26.2904
AIFM3	0
AIG1	13.487
AIM1	11.5563
AIM1L	0.107344
AIM2	5.64522
AIMP1	22.4289
AIMP2	25.3795
AIP	152.184
AIPL1	0
AIRE	0
AIRN	0
AJAP1	0
AJUBA	18.5515
AK1	37.833
AK2	82.8006
AK3	29.5097
AK4	29.6336
AK5	0.0667316
AK6	34.3603
AK7	0.296
AK8	0.153489
AK9	1.46153
AKAP1	7.02502
AKAP10	6.71928
AKAP11	15.9195
AKAP12	27.7551
AKAP13	5.82773
AKAP14	0
AKAP17A	0
AKAP2	22.7667
AKAP3	0.0133301
AKAP4	0
AKAP5	0.463641
AKAP6	0.0531084
AKAP7	2.01462
AKAP8	10.8271
AKAP8L	27.8586
AKAP9	3.53078
AKIP1	34.8932
AKIRIN1	34.1716
AKIRIN2	37.107
AKNA	1.22298
AKNAD1	0.153859
AKR1A1	43.291
AKR1B1	2491.25
AKR1B10	2.2796
AKR1B15	0.998921
AKR1C1	9.42394
AKR1C2	2.0945
AKR1C3	16.317
AKR1C4	0.0423332
AKR1C6P	0
AKR1C8P	0
AKR1D1	0.017483
AKR1E2	0
AKR7A2	25.9213
AKR7A2P1	0.0746352
AKR7A3	0.241929
AKR7L	0.198092
AKT1	74.667
AKT1S1	106.485
AKT2	24.4457
AKT3	21.1732
AKTIP	14.607
ALAD	11.2292
ALAS1	17.6863
ALAS2	0
ALB	0
ALCAM	43.3942
ALDH16A1	7.13553
ALDH18A1	43.7698
ALDH1A1	0.0577683
ALDH1A2	0
ALDH1A3	44.692
ALDH1B1	10.4663
ALDH1L1	0
ALDH1L1-AS1	0
ALDH1L1-AS2	0
ALDH1L2	1.09484
ALDH2	15.1912
ALDH3A1	0.0265552
ALDH3A2	12.509
ALDH3B1	20.3686
ALDH3B2	0.0181969
ALDH4A1	1.23016
ALDH5A1	1.23206
ALDH6A1	5.41759
ALDH7A1	1.00287
ALDH8A1	0.0379571
ALDH9A1	18.4269
ALDOA	2084.43
ALDOB	0
ALDOC	81.8185
ALG1	3.92974
ALG10	1.90983
ALG10B	1.85223
ALG11	1.59217
ALG12	5.38174
ALG13	7.80035
ALG14	8.78559
ALG1L	0.27712
ALG1L2	0
ALG1L9P	0.09755
ALG2	13.0604
ALG3	48.7647
ALG5	33.4892
ALG6	3.80103
ALG8	18.2908
ALG9	3.01704
ALK	0.00686629
ALKBH1	7.54461
ALKBH2	33.9337
ALKBH3	26.1855
ALKBH3-AS1	0.0484256
ALKBH4	11.9217
ALKBH5	54.2547
ALKBH6	37.6717
ALKBH7	43.0552
ALKBH8	2.47919
ALLC	0
ALMS1	1.72687
ALMS1-IT1	0.321648
ALMS1P	0
ALOX12	0.0967735
ALOX12-AS1	1.97914
ALOX12B	0
ALOX12P2	0.966373
ALOX15	0.0168044
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	0.298627
ALOXE3	0.261297
ALPI	0
ALPK1	1.52059
ALPK2	5.34207
ALPK3	0.0232982
ALPL	0
ALPP	0
ALPPL2	0.0182023
ALS2	4.32635
ALS2CL	0.12016
ALS2CR11	0.00756464
ALS2CR12	0.0527891
ALX1	2.99408
ALX3	1.77043
ALX4	0.0395503
ALYREF	188.544
AMACR	2.07247
AMBN	0.0231995
AMBP	0.101976
AMBRA1	10.1465
AMD1	28.2788
AMDHD1	0.129513
AMDHD2	4.79948
AMELX	0
AMELY	0
AMER1	0.39894
AMER2	0.0042721
AMER3	0.013937
AMFR	47.8048
AMH	3.42613
AMHR2	0.0755471
AMICA1	0
AMIGO1	1.3239
AMIGO2	40.806
AMIGO3	2.21269
AMMECR1	8.17068
AMMECR1L	4.49946
AMN	0.0925892
AMN1	2.85058
AMOT	0.0461636
AMOTL1	2.22548
AMOTL2	11.8326
AMPD1	0
AMPD2	37.333
AMPD3	3.93598
AMPH	11.0596
AMT	0.19058
AMTN	4.33707
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0.102298
AMZ1	1.87826
AMZ2	31.8282
AMZ2P1	0.733217
ANAPC1	5.82256
ANAPC10	6.34364
ANAPC11	104.415
ANAPC13	38.6572
ANAPC15	40.0671
ANAPC16	21.9519
ANAPC1P1	0.0532646
ANAPC2	20.1359
ANAPC4	8.81344
ANAPC5	54.3807
ANAPC7	24.8871
ANG	3.86557
ANGEL1	3.2612
ANGEL2	6.98636
ANGPT1	1.04794
ANGPT2	0.161175
ANGPT4	0
ANGPTL1	0.0498498
ANGPTL2	16.1872
ANGPTL3	0.0303352
ANGPTL4	24.9429
ANGPTL5	0
ANGPTL6	2.85232
ANGPTL7	0.0399748
ANHX	0
ANK1	0.802034
ANK2	0.930022
ANK3	0.726344
ANKAR	0.286656
ANKDD1A	1.38964
ANKDD1B	0
ANKEF1	2.75891
ANKFN1	0.393977
ANKFY1	7.66906
ANKH	4.41386
ANKHD1	11.9791
ANKHD1-EIF4EBP3	4.04093
ANKIB1	12.7679
ANKK1	0
ANKLE1	0.124392
ANKLE2	31.3175
ANKMY1	0.359075
ANKMY2	21.0796
ANKRA2	4.2452
ANKRD1	0.164974
ANKRD10	18.6028
ANKRD11	18.8233
ANKRD12	7.22138
ANKRD13A	20.4951
ANKRD13B	4.88287
ANKRD13C	7.47395
ANKRD13D	13.0494
ANKRD16	5.23279
ANKRD17	14.1136
ANKRD18A	0
ANKRD18B	2.29993
ANKRD18DP	0.139355
ANKRD19P	0.634413
ANKRD2	0
ANKRD20A1	0.0251886
ANKRD20A11P	0
ANKRD20A12P	4.85109
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0.0251435
ANKRD20A5P	0
ANKRD20A8P	0.072095
ANKRD20A9P	0.110181
ANKRD22	0.110191
ANKRD23	0.29796
ANKRD24	0.457585
ANKRD26	2.91191
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	9.62212
ANKRD28	8.74362
ANKRD29	1.17994
ANKRD30A	0.0297318
ANKRD30B	0.0283016
ANKRD30BL	0.0684314
ANKRD30BP2	0.311032
ANKRD30BP3	0
ANKRD31	0.0856341
ANKRD32	4.60404
ANKRD33	0
ANKRD33B	1.90492
ANKRD34A	4.36278
ANKRD34B	0
ANKRD34C	0.00797377
ANKRD34C-AS1	0
ANKRD35	12.2431
ANKRD36	0.192161
ANKRD36B	0.28072
ANKRD36BP1	4.61361
ANKRD36BP2	0
ANKRD36C	0.364883
ANKRD37	5.68429
ANKRD39	10.3923
ANKRD40	13.3998
ANKRD42	6.11839
ANKRD44	0.953312
ANKRD44-IT1	0
ANKRD45	0.962913
ANKRD46	4.21889
ANKRD49	3.04135
ANKRD50	2.7596
ANKRD52	34.054
ANKRD53	0.16321
ANKRD54	12.7528
ANKRD55	0.0181546
ANKRD6	0.0262464
ANKRD60	0
ANKRD61	0.342722
ANKRD62	0
ANKRD62P1-PARP4P3	0
ANKRD63	0.0891124
ANKRD65	0.0291711
ANKRD66	0
ANKRD7	0.253708
ANKRD9	16.6173
ANKS1A	3.14134
ANKS1B	0.949596
ANKS3	3.4481
ANKS4B	0
ANKS6	3.96756
ANKUB1	0
ANKZF1	16.4638
ANLN	58.3155
ANO1	0
ANO1-AS2	0
ANO10	31.7376
ANO2	0
ANO3	0.137955
ANO4	0.0318905
ANO5	1.23798
ANO6	19.5794
ANO7	0.0848901
ANO8	3.68078
ANO9	0.0624005
ANOS1	0
ANP32A	89.0819
ANP32A-IT1	0.0541512
ANP32AP1	0.0787251
ANP32B	283.321
ANP32C	0
ANP32D	0
ANP32E	94.9937
ANPEP	0.217542
ANTXR1	17.1868
ANTXR2	11.1777
ANTXRL	0.0200356
ANTXRLP1	0
ANXA1	541.508
ANXA10	0.201644
ANXA11	79.4441
ANXA13	0
ANXA2	1717.38
ANXA2P1	0.0366919
ANXA2P2	15.9484
ANXA2P3	0
ANXA2R	1.22038
ANXA3	0
ANXA4	41.5091
ANXA5	381.367
ANXA6	64.0811
ANXA7	86.0871
ANXA8	1.37246
ANXA8L1	4.11846
ANXA9	2.21517
AOAH	0.17549
AOAH-IT1	0
AOC1	0
AOC2	0.315221
AOC3	0.0543891
AOC4P	0
AOX1	11.6548
AOX2P	0
AP1AR	8.26691
AP1B1	26.9439
AP1B1P1	0
AP1G1	20.5575
AP1G2	0.887098
AP1M1	81.2209
AP1M2	8.47093
AP1S1	180.361
AP1S2	13.3194
AP1S3	2.80675
AP2A1	54.1542
AP2A2	10.0851
AP2B1	65.1262
AP2M1	461.574
AP2S1	543.179
AP3B1	25.9096
AP3B2	1.72215
AP3D1	53.7864
AP3M1	17.4039
AP3M2	5.98995
AP3S1	67.7321
AP3S2	12.4295
AP4B1	18.9676
AP4B1-AS1	0.163673
AP4E1	7.61169
AP4M1	10.5563
AP4S1	1.38057
AP5B1	6.17282
AP5M1	15.3905
AP5S1	9.28219
AP5Z1	6.45282
APAF1	1.71062
APBA1	0.00652266
APBA2	0
APBA3	8.34461
APBB1	14.0628
APBB1IP	0.0342597
APBB2	4.21616
APBB3	1.81237
APC	3.98669
APC2	0.16729
APCDD1	0
APCDD1L	59.5156
APCDD1L-AS1	9.80925
APCS	0
APEH	45.1965
APELA	0
APEX1	48.7343
APEX2	31.9376
APH1A	99.6008
APH1B	7.27036
API5	56.6283
APIP	36.117
APITD1	16.8129
APITD1-CORT	3.57489
APLF	0.879709
APLN	11.0902
APLNR	0
APLP1	3.56671
APLP2	150.649
APMAP	47.6103
APOA1	0
APOA1-AS	0
APOA1BP	86.8379
APOA2	0
APOA4	0.0332578
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0.0583887
APOBEC3A	0.0704648
APOBEC3A_B	0
APOBEC3B	13.8679
APOBEC3B-AS1	0.506917
APOBEC3C	26.3574
APOBEC3D	0.471402
APOBEC3F	1.43762
APOBEC3G	0.870374
APOBEC3H	0
APOBEC4	0
APOBR	0.0116066
APOC1	0.824346
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4-APOC2	0
APOD	0
APOE	0.448691
APOF	0.0843263
APOH	0
APOL1	12.4552
APOL2	31.7459
APOL3	6.78036
APOL4	0.124057
APOL5	0
APOL6	5.63192
APOLD1	1.46941
APOM	1.31472
APOO	37.0555
APOOL	5.35556
APOOP5	0
APOPT1	42.7596
APP	174.202
APPBP2	5.61038
APPL1	11.8117
APPL2	16.0954
APRT	184.958
APTR	1.57546
APTX	28.1199
AQP1	0.0960521
AQP10	0
AQP11	0.213966
AQP12A	0
AQP12B	0
AQP2	0.0104749
AQP3	0.25029
AQP4	0
AQP4-AS1	0
AQP5	0.0257419
AQP6	0.0850536
AQP7	0.0397433
AQP7P1	0.0139982
AQP7P3	0.390416
AQP8	0
AQP9	0.591596
AQR	14.3763
AR	1.42659
ARAF	30.2473
ARAP1	5.90369
ARAP2	2.38338
ARAP3	5.53842
ARC	2.17134
ARCN1	44.8494
AREG	0
AREL1	15.4071
ARF1	301.298
ARF3	102.493
ARF4	158.086
ARF5	143.339
ARF6	31.5184
ARFGAP1	38.4872
ARFGAP2	20.2994
ARFGAP3	9.95511
ARFGEF1	9.99826
ARFGEF2	7.30434
ARFGEF3	0.824603
ARFIP1	11.2771
ARFIP2	28.6637
ARFRP1	23.7187
ARG1	0.0329102
ARG2	14.9148
ARGFX	0.00856337
ARGFXP2	0.125467
ARGLU1	35.6109
ARHGAP1	53.1632
ARHGAP10	7.78608
ARHGAP11A	25.2382
ARHGAP11B	2.00897
ARHGAP12	8.40555
ARHGAP15	0
ARHGAP17	30.0118
ARHGAP18	6.09273
ARHGAP19	3.97838
ARHGAP19-SLIT1	0.0659755
ARHGAP20	0.0146097
ARHGAP21	10.1235
ARHGAP22	5.66377
ARHGAP23	16.5688
ARHGAP24	0.224948
ARHGAP25	0.122301
ARHGAP26	1.16634
ARHGAP26-AS1	0
ARHGAP26-IT1	0
ARHGAP27	2.52985
ARHGAP28	0.195336
ARHGAP29	5.32123
ARHGAP30	0.191847
ARHGAP31	4.80267
ARHGAP31-AS1	0.100382
ARHGAP32	1.29765
ARHGAP33	2.1215
ARHGAP35	25.4781
ARHGAP36	0
ARHGAP39	2.82879
ARHGAP4	0.328003
ARHGAP40	0.490412
ARHGAP42	1.40964
ARHGAP44	1.19197
ARHGAP5	6.36481
ARHGAP5-AS1	1.43618
ARHGAP6	0
ARHGAP8	0.0274409
ARHGAP9	0.199552
ARHGDIA	300.319
ARHGDIB	1.61161
ARHGDIG	0
ARHGEF1	53.8912
ARHGEF10	4.52578
ARHGEF10L	5.64224
ARHGEF11	9.28221
ARHGEF12	11.7939
ARHGEF15	0.0423028
ARHGEF16	0
ARHGEF17	1.91391
ARHGEF18	11.9099
ARHGEF19	0
ARHGEF2	39.0859
ARHGEF25	8.56448
ARHGEF26	1.4218
ARHGEF26-AS1	0.139277
ARHGEF28	3.64391
ARHGEF3	4.46371
ARHGEF3-AS1	0
ARHGEF33	0.0913959
ARHGEF34P	0.16655
ARHGEF35	0.422351
ARHGEF37	1.13427
ARHGEF38	0.00792513
ARHGEF38-IT1	0
ARHGEF39	6.2134
ARHGEF4	0.0120646
ARHGEF40	9.11484
ARHGEF5	0.7562
ARHGEF6	10.3303
ARHGEF7	20.72
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	2.32289
ARHGEF9-IT1	0
ARID1A	13.2648
ARID1B	4.88422
ARID2	4.8948
ARID3A	7.65926
ARID3B	2.25228
ARID3C	0.0807997
ARID4A	2.42934
ARID4B	8.82094
ARID5A	4.72807
ARID5B	3.81144
ARIH1	16.2309
ARIH2	25.8278
ARIH2OS	0.329466
ARL1	32.8684
ARL10	0.984895
ARL11	0.0117112
ARL13A	0
ARL13B	5.13824
ARL14	0.192818
ARL14EP	12.6563
ARL14EPL	0.769645
ARL15	5.40682
ARL16	21.015
ARL17A	0.691778
ARL17B	0.369965
ARL2	99.8757
ARL2-SNX15	0
ARL2BP	35.0626
ARL3	13.3212
ARL4A	12.5568
ARL4C	4.75407
ARL4D	16.4174
ARL5A	9.44081
ARL5B	3.67885
ARL5C	0
ARL6	6.11432
ARL6IP1	212.342
ARL6IP4	176.659
ARL6IP5	61.3417
ARL6IP6	3.78208
ARL8A	28.4586
ARL8B	19.9108
ARL9	0
ARMC1	18.1741
ARMC10	34.5735
ARMC12	0.044548
ARMC2	0.378327
ARMC2-AS1	0.0819847
ARMC3	0
ARMC4	1.08351
ARMC5	8.49824
ARMC6	29.0563
ARMC7	14.8543
ARMC8	6.38071
ARMC9	9.99657
ARMCX1	10.0097
ARMCX2	11.9738
ARMCX3	10.674
ARMCX4	5.13288
ARMCX5	4.81872
ARMCX5-GPRASP2	0.892276
ARMCX6	30.6691
ARMS2	0
ARMT1	15.7054
ARNT	15.8612
ARNT2	2.01721
ARNTL	5.41734
ARNTL2	10.9461
ARNTL2-AS1	0
ARPC1A	108.797
ARPC1B	127.865
ARPC2	161.096
ARPC3	425.535
ARPC4	147.407
ARPC4-TTLL3	0.637002
ARPC5	60.9686
ARPC5L	74.8774
ARPIN	12.0447
ARPP19	52.5484
ARPP21	0
ARR3	0
ARRB1	3.27274
ARRB2	27.4555
ARRDC1	14.1671
ARRDC1-AS1	14.1491
ARRDC2	10.9658
ARRDC3	21.3399
ARRDC3-AS1	0.29022
ARRDC4	4.88292
ARRDC5	0
ARSA	3.92825
ARSB	3.791
ARSD	5.68492
ARSE	2.78626
ARSF	0
ARSG	0.16242
ARSH	0
ARSI	3.14937
ARSJ	2.78222
ARSK	3.35514
ART1	0
ART3	0
ART4	0
ART5	0
ARTN	11.3864
ARV1	24.7077
ARVCF	0.34779
ARX	0
AS3MT	4.31184
ASAH1	29.5256
ASAH2	0.434906
ASAH2B	1.12838
ASAP1	11.6173
ASAP1-IT1	0.128703
ASAP1-IT2	0.570751
ASAP2	10.9056
ASAP3	4.2116
ASB1	4.26865
ASB10	0
ASB11	0
ASB12	0
ASB13	3.09642
ASB14	0.480443
ASB15	0
ASB16	0.431038
ASB16-AS1	3.58213
ASB17	0
ASB18	0
ASB2	0
ASB3	12.4905
ASB4	0.0115038
ASB5	0.0442438
ASB6	19.5813
ASB7	6.26044
ASB8	22.0587
ASB9	3.28739
ASB9P1	0.05876
ASCC1	9.68647
ASCC2	18.0003
ASCC3	5.30975
ASCL1	0.0182823
ASCL2	0
ASCL3	0
ASCL4	0
ASCL5	0.0343571
ASF1A	14.7626
ASF1B	65.1884
ASGR1	0.460562
ASGR2	0
ASH1L	5.68413
