Gene symbol	RR3__3
AGAP2-AS1	33.7106
AGAP3	171.572
AGAP4	0.135071
AGAP5	0.924657
AGAP6	1.55675
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1-AS1	0
AGBL2	0.107634
AGBL3	0.0547754
AGBL4	0
AGBL4-IT1	0
AGBL5	27.117
AGBL5-AS1	0.759813
AGER	2.70958
AGFG1	3.98661
AGFG2	22.5684
AGGF1	2.35055
AGK	6.61711
AGL	4.45501
AGMAT	4.13521
AGMO	0.0266191
AGO1	10.5289
AGO2	6.02958
AGO3	1.74943
AGO4	1.59658
AGPAT1	92.9737
AGPAT2	0.57322
AGPAT3	27.4099
AGPAT4	3.47602
AGPAT4-IT1	0.948164
AGPAT5	6.8344
AGPAT6	67.2434
AGPAT9	5.016
AGPS	5.61699
AGR2	0
AGR3	0
AGRN	122.345
AGRP	0.30776
AGT	0.763543
AGTPBP1	5.2692
AGTR1	0.379379
AGTR2	0
AGTRAP	320.632
AGXT	0
AGXT2	0
AHCTF1	4.57657
AHCTF1P1	0.148946
AHCY	364.081
AHCYL1	100.78
AHCYL2	2.62306
AHDC1	20.2282
AHI1	1.97022
AHNAK	86.6663
AHNAK2	14.681
AHR	5.61194
AHRR	1.22068
AHSA1	274.584
AHSA2	5.66437
AHSG	0
AHSP	0
AICDA	0.0701693
AIDA	28.8957
AIF1	0
AIF1L	4.0031
AIFM1	57.7292
AIFM2	37.7058
AIFM3	0
AIG1	12.5838
AIM1	8.29501
AIM1L	0.193694
AIM2	3.30935
AIMP1	27.3863
AIMP2	25.8374
AIP	277.447
AIPL1	0.445997
AIRE	0
AIRN	0
AJAP1	0.0322758
AJUBA	19.2323
AK1	125.611
AK2	129.516
AK3	18.8915
AK4	22.1143
AK5	0.0389201
AK6	15.0997
AK7	0.470766
AK8	0.443494
AK9	1.62074
AKAP1	14.4401
AKAP10	2.75232
AKAP11	6.6513
AKAP12	24.7068
AKAP13	6.98116
AKAP14	0
AKAP17A	0
AKAP2	15.5692
AKAP3	0.0389578
AKAP4	0
AKAP5	0.311302
AKAP6	0.0360992
AKAP7	1.84322
AKAP8	17.1486
AKAP8L	101.945
AKAP9	1.45527
AKIP1	48.7828
AKIRIN1	21.6577
AKIRIN2	40.1205
AKNA	0.937235
AKNAD1	0.0671498
AKR1A1	101.365
AKR1B1	5485.72
AKR1B10	1.58966
AKR1B15	0.505329
AKR1C1	20.5093
AKR1C2	3.6263
AKR1C3	10.1585
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	55.2265
AKR7A2P1	0.0530422
AKR7A3	1.65682
AKR7L	0.157494
AKT1	86.5592
AKT1S1	208.181
AKT2	43.8179
AKT3	10.0825
AKTIP	9.62615
ALAD	8.72073
ALAS1	20.742
ALAS2	0
ALB	0
ALCAM	25.5679
ALDH16A1	23.3008
ALDH18A1	39.8914
ALDH1A1	0
ALDH1A2	0
ALDH1A3	30.615
ALDH1B1	11.727
ALDH1L1	0
ALDH1L1-AS1	0
ALDH1L1-AS2	0
ALDH1L2	0.383644
ALDH2	30.9868
ALDH3A1	0.244129
ALDH3A2	10.0468
ALDH3B1	51.9314
ALDH3B2	0.0527983
ALDH4A1	2.5822
ALDH5A1	1.39936
ALDH6A1	5.16398
ALDH7A1	1.76591
ALDH8A1	0
ALDH9A1	13.6147
ALDOA	3825.38
ALDOB	0
ALDOC	126.316
ALG1	7.84806
ALG10	0.934231
ALG10B	0.623893
ALG11	1.46703
ALG12	5.59754
ALG13	4.41356
ALG14	8.41114
ALG1L	0.0952766
ALG1L2	0
ALG1L9P	0
ALG2	9.55017
ALG3	64.8086
ALG5	29.8566
ALG6	3.4142
ALG8	19.4429
ALG9	2.88063
ALK	0
ALKBH1	6.7843
ALKBH2	38.7505
ALKBH3	44.7094
ALKBH3-AS1	0
ALKBH4	28.0089
ALKBH5	51.3706
ALKBH6	72.977
ALKBH7	201.458
ALKBH8	1.33961
ALLC	0
ALMS1	1.06062
ALMS1-IT1	0.192618
ALMS1P	0.0430843
ALOX12	0.140194
ALOX12-AS1	4.55087
ALOX12B	0.0526232
ALOX12P2	0.913256
ALOX15	0.0732329
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	0.414707
ALOXE3	0.440952
ALPI	0
ALPK1	1.29031
ALPK2	3.60292
ALPK3	0.0629197
ALPL	0.028592
ALPP	0
ALPPL2	0
ALS2	2.38232
ALS2CL	0.0390004
ALS2CR11	0
ALS2CR12	0.227716
ALX1	1.90747
ALX3	2.76259
ALX4	0
ALYREF	220.154
AMACR	1.44665
AMBN	0
AMBP	0.193938
AMBRA1	14.6118
AMD1	26.3192
AMDHD1	0.124785
AMDHD2	23.6399
AMELX	0
AMELY	0
AMER1	0.393756
AMER2	0
AMER3	0.0102268
AMFR	55.9091
AMH	13.4388
AMHR2	0.174041
AMICA1	0
AMIGO1	2.07989
AMIGO2	30.7221
AMIGO3	4.469
AMMECR1	6.63604
AMMECR1L	4.22788
AMN	0
AMN1	2.71275
AMOT	0
AMOTL1	2.57691
AMOTL2	9.65571
AMPD1	0
AMPD2	37.5174
AMPD3	2.93561
AMPH	7.12033
AMT	0.549581
AMTN	2.41184
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0.0602166
AMZ1	3.48754
AMZ2	32.7555
AMZ2P1	0.844443
ANAPC1	3.99656
ANAPC10	1.7735
ANAPC11	161.584
ANAPC13	43.0077
ANAPC15	103.389
ANAPC16	32.787
ANAPC1P1	0.114851
ANAPC2	48.2955
ANAPC4	5.37158
ANAPC5	66.7826
ANAPC7	37.4801
ANG	4.77897
ANGEL1	4.83115
ANGEL2	3.71285
ANGPT1	0.38343
ANGPT2	0.0120577
ANGPT4	0
ANGPTL1	0
ANGPTL2	12.5444
ANGPTL3	0
ANGPTL4	67.4991
ANGPTL5	0
ANGPTL6	4.25161
ANGPTL7	0
ANHX	0
ANK1	1.65605
ANK2	0.53472
ANK3	0.489306
ANKAR	0.0867982
ANKDD1A	1.18938
ANKDD1B	0.0257606
ANKEF1	1.63026
ANKFN1	0.217566
ANKFY1	5.98256
ANKH	6.2326
ANKHD1	10.7793
ANKHD1-EIF4EBP3	10.556
ANKIB1	5.80058
ANKK1	0
ANKLE1	0.302138
ANKLE2	40.4849
ANKMY1	1.59197
ANKMY2	16.286
ANKRA2	2.26837
ANKRD1	0.237923
ANKRD10	29.8404
ANKRD11	21.7166
ANKRD12	3.88095
ANKRD13A	20.7668
ANKRD13B	7.50267
ANKRD13C	4.97396
ANKRD13D	33.7793
ANKRD16	6.9144
ANKRD17	13.0457
ANKRD18A	0
ANKRD18B	2.60514
ANKRD18DP	0.135148
ANKRD19P	1.89462
ANKRD2	0
ANKRD20A1	0.018361
ANKRD20A11P	0
ANKRD20A12P	2.1416
ANKRD20A19P	0
ANKRD20A2	0.0183612
ANKRD20A3	1.53796E-05
ANKRD20A4	0.091728
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	0.16115
ANKRD22	0.0483203
ANKRD23	0.381613
ANKRD24	1.27419
ANKRD26	1.21864
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	8.60493
ANKRD28	4.44481
ANKRD29	0.675091
ANKRD30A	0
ANKRD30B	0.0690665
ANKRD30BL	0.341545
ANKRD30BP2	1.03971
ANKRD30BP3	0
ANKRD31	0
ANKRD32	1.75315
ANKRD33	0
ANKRD33B	2.33445
ANKRD34A	4.19247
ANKRD34B	0
ANKRD34C	0
ANKRD34C-AS1	0
ANKRD35	30.4525
ANKRD36	0.19146
ANKRD36B	0.0950846
ANKRD36BP1	1.3866
ANKRD36BP2	0
ANKRD36C	0.147781
ANKRD37	6.15415
ANKRD39	7.46234
ANKRD40	7.41823
ANKRD42	6.15814
ANKRD44	0.631659
ANKRD44-IT1	0
ANKRD45	0.515289
ANKRD46	2.86365
ANKRD49	2.04951
ANKRD50	1.71712
ANKRD52	60.5445
ANKRD53	0.369993
ANKRD54	17.1741
ANKRD55	0
ANKRD6	0.0712395
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1-PARP4P3	0
ANKRD63	0.0628535
ANKRD65	0.060669
ANKRD66	0
ANKRD7	0.0515744
ANKRD9	27.1429
ANKS1A	3.04214
ANKS1B	0.77821
ANKS3	6.83152
ANKS4B	0.0673027
ANKS6	7.71607
ANKUB1	0
ANKZF1	35.3747
ANLN	20.569
ANO1	0
ANO1-AS2	0
ANO10	39.0648
ANO2	0
ANO3	0.0106565
ANO4	0
ANO5	0.568165
ANO6	8.11778
ANO7	0.170693
ANO8	3.85603
ANO9	0.158836
ANOS1	0
ANP32A	168.837
ANP32A-IT1	0.177613
ANP32AP1	0
ANP32B	509.607
ANP32C	0
ANP32D	0
ANP32E	127.316
ANPEP	0.31762
ANTXR1	12.4318
ANTXR2	9.14462
ANTXRL	0.0290041
ANTXRLP1	0
ANXA1	202.602
ANXA10	0.383642
ANXA11	158.476
ANXA13	0
ANXA2	1847.34
ANXA2P1	0.0521871
ANXA2P2	12.8857
ANXA2P3	0.103758
ANXA2R	2.45676
ANXA3	0
ANXA4	34.6781
ANXA5	678.353
ANXA6	196.128
ANXA7	49.3023
ANXA8	1.11305
ANXA8L1	5.85558
ANXA9	4.70677
AOAH	0.154244
AOAH-IT1	0
AOC1	0
AOC2	0.355868
AOC3	0.247961
AOC4P	0
AOX1	4.42399
AOX2P	0
AP1AR	4.53326
AP1B1	51.2564
AP1B1P1	0
AP1G1	13.6829
AP1G2	1.42316
AP1M1	90.9181
AP1M2	21.554
AP1S1	432.282
AP1S2	6.73383
AP1S3	5.32741
AP2A1	81.759
AP2A2	21.3879
AP2B1	57.2795
AP2M1	760.986
AP2S1	2624.15
AP3B1	10.4505
AP3B2	4.23551
AP3D1	97.0908
AP3M1	7.78013
AP3M2	6.54314
AP3S1	32.0502
AP3S2	13.7959
AP4B1	26.4156
AP4B1-AS1	0.0783753
AP4E1	4.46967
AP4M1	20.2183
AP4S1	1.84184
AP5B1	13.3041
AP5M1	7.09373
AP5S1	19.26
AP5Z1	21.1694
APAF1	1.16341
APBA1	0.047904
APBA2	0
APBA3	11.1221
APBB1	34.619
APBB1IP	0.174125
APBB2	2.45616
APBB3	3.84673
APC	1.32493
APC2	0.474221
APCDD1	0
APCDD1L	82.8737
APCDD1L-AS1	25.6011
APCS	0
APEH	87.5775
APELA	0
APEX1	44.5919
APEX2	68.0112
APH1A	139.525
APH1B	7.04881
API5	40.6779
APIP	13.8208
APITD1	18.3112
APITD1-CORT	3.8798
APLF	0.617624
APLN	14.7753
APLNR	0
APLP1	8.2391
APLP2	185.638
APMAP	53.1742
APOA1	0.167946
APOA1-AS	0
APOA1BP	290.439
APOA2	0
APOA4	0.0949481
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	0.150539
APOBEC3A_B	0
APOBEC3B	5.62804
APOBEC3B-AS1	0
APOBEC3C	53.9811
APOBEC3D	1.05201
APOBEC3F	2.50838
APOBEC3G	0.478909
APOBEC3H	0
APOBEC4	0
APOBR	0.135639
APOC1	0.207331
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0.546053
APOC4-APOC2	0
APOD	0.191099
APOE	1.12789
APOF	0
APOH	0.296682
APOL1	21.0029
APOL2	72.6517
APOL3	13.4526
APOL4	0.0602634
APOL5	0
APOL6	8.04063
APOLD1	1.53339
APOM	1.56114
APOO	25.0138
APOOL	2.60556
APOOP5	0
APOPT1	49.5269
APP	158.522
APPBP2	2.73804
APPL1	7.12529
APPL2	7.60392
APRT	557.822
APTR	0.881765
APTX	46.3357
AQP1	0.298083
AQP10	0
AQP11	0.0618589
AQP12A	0
AQP12B	0
AQP2	0
AQP3	0.684768
AQP4	0
AQP4-AS1	0.138055
AQP5	0
AQP6	0.0494102
AQP7	0
AQP7P1	0.0203958
AQP7P3	1.18095
AQP8	0
AQP9	0.624401
AQR	6.73157
AR	1.87352
ARAF	65.6121
ARAP1	12.4884
ARAP2	0.760521
ARAP3	11.064
ARC	2.82825
ARCN1	25.0043
AREG	0
AREL1	13.1266
ARF1	307.618
ARF3	137.013
ARF4	63.201
ARF5	413.249
ARF6	38.1292
ARFGAP1	153.054
ARFGAP2	72.59
ARFGAP3	5.04698
ARFGEF1	6.38515
ARFGEF2	4.25125
ARFGEF3	0.480582
ARFIP1	11.2579
ARFIP2	39.0423
ARFRP1	98.6507
ARG1	0
ARG2	11.6536
ARGFX	0.025101
ARGFXP2	0.177496
ARGLU1	28.1057
ARHGAP1	53.0976
ARHGAP10	7.3383
ARHGAP11A	34.9825
ARHGAP11B	4.04
ARHGAP12	4.4627
ARHGAP15	0.154288
ARHGAP17	20.957
ARHGAP18	3.02492
ARHGAP19	2.79971
ARHGAP19-SLIT1	0
ARHGAP20	0
ARHGAP21	5.1557
ARHGAP22	11.7993
ARHGAP23	17.8786
ARHGAP24	0.0841278
ARHGAP25	0
ARHGAP26	1.68736
ARHGAP26-AS1	0
ARHGAP26-IT1	0
ARHGAP27	4.78377
ARHGAP28	0.194832
ARHGAP29	1.93735
ARHGAP30	0.148418
ARHGAP31	3.09288
ARHGAP31-AS1	0
ARHGAP32	0.982005
ARHGAP33	3.06593
ARHGAP35	29.8231
ARHGAP36	0.137256
ARHGAP39	5.70551
ARHGAP4	1.07569
ARHGAP40	0.874184
ARHGAP42	0.482645
ARHGAP44	1.72869
ARHGAP5	1.64845
ARHGAP5-AS1	0.605935
ARHGAP6	0
ARHGAP8	0
ARHGAP9	0.202303
ARHGDIA	791.869
ARHGDIB	2.69054
ARHGDIG	0
ARHGEF1	52.3388
ARHGEF10	2.95815
ARHGEF10L	13.0531
ARHGEF11	5.8961
ARHGEF12	5.73309
ARHGEF15	0.0154561
ARHGEF16	0
ARHGEF17	2.79033
ARHGEF18	30.6103
ARHGEF19	0.0858837
ARHGEF2	47.3314
ARHGEF25	10.9083
ARHGEF26	1.53254
ARHGEF26-AS1	0.0758209
ARHGEF28	3.26036
ARHGEF3	2.10648
ARHGEF3-AS1	0
ARHGEF33	0.118862
ARHGEF34P	0.0304512
ARHGEF35	0.45272
ARHGEF37	1.00751
ARHGEF38	0
ARHGEF38-IT1	0
ARHGEF39	15.5191
ARHGEF4	0.0335033
ARHGEF40	8.93935
ARHGEF5	1.49037
ARHGEF6	6.5258
ARHGEF7	13.9162
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	1.75709
ARHGEF9-IT1	0
ARID1A	18.6326
ARID1B	3.93497
ARID2	2.48194
ARID3A	12.3681
ARID3B	2.60603
ARID3C	0
ARID4A	2.31178
ARID4B	6.19988
ARID5A	8.46554
ARID5B	2.53798
ARIH1	10.7736
ARIH2	31.3554
ARIH2OS	0.600655
ARL1	22.4503
ARL10	1.8941
ARL11	0
ARL13A	0
ARL13B	2.18476
ARL14	0.109484
ARL14EP	9.44708
ARL14EPL	0.128795
ARL15	2.01346
ARL16	51.3256
ARL17A	0.433694
ARL17B	0.349186
ARL2	353.808
ARL2-SNX15	0
ARL2BP	33.5876
ARL3	17.8899
ARL4A	16.4985
ARL4C	7.88438
ARL4D	28.1861
ARL5A	8.31101
ARL5B	1.76007
ARL5C	0
ARL6	3.34446
ARL6IP1	273.081
ARL6IP4	600.682
ARL6IP5	35.6772
ARL6IP6	1.54827
ARL8A	34.071
ARL8B	10.3142
ARL9	0
ARMC1	11.2641
ARMC10	25.7801
ARMC12	0.583541
ARMC2	0.464958
ARMC2-AS1	0.445252
ARMC3	0
ARMC4	1.53194
ARMC5	36.6879
ARMC6	82.6342
ARMC7	24.5935
ARMC8	6.77882
ARMC9	13.7167
ARMCX1	8.59201
ARMCX2	8.48317
ARMCX3	9.29206
ARMCX4	8.90905
ARMCX5	3.49936
ARMCX5-GPRASP2	2.16586
ARMCX6	73.8436
ARMS2	0
ARMT1	7.64542
ARNT	12.2891
ARNT2	2.60695
ARNTL	3.48531
ARNTL2	5.44015
ARNTL2-AS1	0
ARPC1A	164.192
ARPC1B	175.619
ARPC2	254.742
ARPC3	344.935
ARPC4	357.808
ARPC4-TTLL3	1.32106
ARPC5	53.1258
ARPC5L	151.521
ARPIN	10.5837
ARPP19	20.3056
ARPP21	0
ARR3	0
ARRB1	5.40769
ARRB2	34.1451
ARRDC1	27.0724
ARRDC1-AS1	32.7764
ARRDC2	21.1959
ARRDC3	13.281
ARRDC3-AS1	0.236804
ARRDC4	2.14337
ARRDC5	0
ARSA	13.7543
ARSB	2.47873
ARSD	8.52977
ARSE	9.18584
ARSF	0
ARSG	0.306899
ARSH	0
ARSI	6.6983
ARSJ	1.00837
ARSK	1.60503
ART1	0
ART3	0
ART4	0
ART5	0
ARTN	11.9203
ARV1	10.9509
ARVCF	0.651337
ARX	0.0453984
AS3MT	9.54013
ASAH1	17.2248
ASAH2	0.0286178
ASAH2B	0.756922
ASAP1	7.22296
ASAP1-IT1	0
ASAP1-IT2	0.461315
ASAP2	7.11511
ASAP3	8.02054
ASB1	8.2823
ASB10	0
ASB11	0
ASB12	0
ASB13	8.23248
ASB14	0.120919
ASB15	0
ASB16	0.49838
ASB16-AS1	3.80696
ASB17	0
ASB18	0
ASB2	0.0236908
ASB3	12.5185
ASB4	0
ASB5	0
ASB6	41.3669
ASB7	4.74599
ASB8	25.7216
ASB9	5.21197
ASB9P1	0.0421108
ASCC1	7.86013
ASCC2	25.319
ASCC3	3.20482
ASCL1	0.0265158
ASCL2	0
ASCL3	0
ASCL4	0
ASCL5	0.636825
ASF1A	4.59274
ASF1B	67.9614
ASGR1	1.76224
ASGR2	0
ASH1L	2.41577
ASH1L-AS1	2.11903
ASH2L	17.2743
ASIC1	2.54918
ASIC2	0
ASIC3	0.269916
ASIC4	0.06886
ASIC5	0
ASIP	0.146599
ASL	62.4639
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASNA1	133.425
ASNS	43.5855
ASNSD1	5.5997
