Gene symbol	RR3__1
ACTL7A	0
ACTL7B	0
ACTL8	1.78161
ACTL9	0
ACTN1	107.817
ACTN1-AS1	0.569393
ACTN2	0
ACTN3	0.0222182
ACTN4	394.705
ACTR10	15.0346
ACTR1A	168.173
ACTR1B	18.5887
ACTR2	85.0084
ACTR3	31.8596
ACTR3B	3.22782
ACTR3BP2	0
ACTR3BP5	0.0833394
ACTR3C	0.877919
ACTR5	11.2439
ACTR6	8.40568
ACTR8	13.2084
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	2.74105
ACVR1B	5.38083
ACVR1C	0.0523556
ACVR2A	1.94993
ACVR2B	0.808343
ACVR2B-AS1	0.104854
ACVRL1	0.171181
ACY1	29.6099
ACY3	0
ACYP1	35.2152
ACYP2	3.20994
ADA	6.40661
ADAD1	0
ADAD2	0.488597
ADAL	6.2423
ADAM10	21.0656
ADAM11	0.232775
ADAM12	31.1971
ADAM15	100.596
ADAM17	15.4842
ADAM18	0.0551978
ADAM19	3.15737
ADAM1A	0.230471
ADAM2	0
ADAM20	0.0938736
ADAM20P1	0.0214731
ADAM21	1.33223
ADAM21P1	0.360019
ADAM22	3.55565
ADAM23	0.559413
ADAM28	0
ADAM29	0
ADAM30	0
ADAM32	0.240641
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	4.54109
ADAM9	27.3969
ADAMDEC1	0
ADAMTS1	10.2506
ADAMTS10	0
ADAMTS12	2.72869
ADAMTS13	0.244705
ADAMTS14	0.108829
ADAMTS15	0
ADAMTS16	0.640881
ADAMTS17	0.00999626
ADAMTS18	0.03217
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS2	0.0748821
ADAMTS20	0.232471
ADAMTS3	0.0980627
ADAMTS4	2.26332
ADAMTS5	1.0058
ADAMTS6	1.67474
ADAMTS7	1.31959
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	0.0172479
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	4.89444
ADAMTSL2	0.121175
ADAMTSL3	0
ADAMTSL4	0.591594
ADAMTSL4-AS1	0.0708831
ADAMTSL5	0
ADAP1	1.52255
ADAP2	0
ADAR	30.5021
ADARB1	0.656676
ADARB2	0.052226
ADARB2-AS1	0
ADAT1	24.9137
ADAT2	1.01833
ADAT3	20.3462
ADCK1	5.84102
ADCK2	46.3475
ADCK3	13.6082
ADCK4	53.0028
ADCK5	13.2255
ADCY1	0.0403598
ADCY10	0.0256175
ADCY10P1	0
ADCY2	0.048244
ADCY3	11.6553
ADCY4	0
ADCY5	0.0497285
ADCY6	7.33708
ADCY7	9.22669
ADCY8	1.08063
ADCY9	2.50224
ADCYAP1	0
ADCYAP1R1	0.216497
ADD1	62.493
ADD2	0.127484
ADD3	5.53958
ADD3-AS1	0.387266
ADGB	0
ADGRA1	0
ADGRA1-AS1	0
ADGRA2	1.16575
ADGRA3	4.32693
ADGRB1	0
ADGRB2	4.04893
ADGRB3	0.0225286
ADGRD1	0.531473
ADGRE1	41.6465
ADGRE2	0.443054
ADGRE3	0
ADGRE4P	0.456326
ADGRE5	98.6524
ADGRF1	0.0929869
ADGRF2	0.0124248
ADGRF3	0
ADGRF4	0.884511
ADGRF5	0.066121
ADGRG1	135.672
ADGRG2	4.1592
ADGRG3	0.0781689
ADGRG4	0.0189329
ADGRG5	0.236326
ADGRG6	0.0184755
ADGRG7	0
ADGRL1	15.3184
ADGRL2	0.716914
ADGRL3	0.175811
ADGRL3-AS1	0
ADGRL4	0
ADGRV1	0.332599
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	40.6969
ADH6	0.093482
ADH7	0
ADHFE1	0
ADI1	139.999
ADIG	0
ADIPOQ	0.0139479
ADIPOQ-AS1	0.0188119
ADIPOR1	55.4759
ADIPOR2	14.762
ADIRF	5.35558
ADK	21.865
ADM	174.632
ADM2	0.286932
ADM5	3.19861
ADNP	16.3979
ADNP-AS1	0.894155
ADNP2	4.65065
ADO	6.66852
ADORA1	14.8015
ADORA2A	4.16157
ADORA2A-AS1	1.29574
ADORA2B	5.84382
ADORA3	0
ADPGK	22.8327
ADPGK-AS1	1.61041
ADPRH	4.00666
ADPRHL1	0.560893
ADPRHL2	146.577
ADPRM	7.29347
ADRA1A	0.0576505
ADRA1B	1.74142
ADRA1D	0.172559
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	0.182872
ADRB2	0
ADRB3	0
ADRBK1	41.624
ADRBK2	0.873547
ADRM1	585.991
ADSL	56.8942
ADSS	17.2917
ADSSL1	5.14545
ADTRP	0.940599
AEBP1	0.172934
AEBP2	4.47258
AEN	28.7248
AES	555.523
AFAP1	12.1711
AFAP1-AS1	0.0465148
AFAP1L1	0.0471931
AFAP1L2	5.00159
AFF1	2.13203
AFF2	0.0228656
AFF3	0.100723
AFF4	6.12731
AFG3L1P	7.01241
AFG3L2	51.2181
AFM	0
AFMID	5.35776
AFP	0.822594
AFTPH	13.6794
AGA	6.39309
AGAP1	3.05308
AGAP1-IT1	1.60897
AGAP11	0.0213067
AGAP2	2.04942
AGAP2-AS1	37.926
AGAP3	176.092
AGAP4	0.151794
AGAP5	0.65446
AGAP6	1.6554
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1-AS1	0
AGBL2	0.143864
AGBL3	0.0366093
AGBL4	0
AGBL4-IT1	0
AGBL5	27.6651
AGBL5-AS1	0.510936
AGER	3.00102
AGFG1	4.28539
AGFG2	22.1831
AGGF1	2.15738
AGK	6.58943
AGL	4.10741
AGMAT	3.54752
AGMO	0
AGO1	10.1981
AGO2	5.78567
AGO3	2.19693
AGO4	1.71633
AGPAT1	95.161
AGPAT2	0.670925
AGPAT3	27.1144
AGPAT4	3.55554
AGPAT4-IT1	0.804652
AGPAT5	6.68883
AGPAT6	69.3604
AGPAT9	5.69916
AGPS	5.51428
AGR2	0
AGR3	0
AGRN	123.715
AGRP	0
AGT	0.995238
AGTPBP1	4.64477
AGTR1	0.0596977
AGTR2	0
AGTRAP	328.674
AGXT	0
AGXT2	0
AHCTF1	4.49915
AHCTF1P1	0.0639723
AHCY	365.272
AHCYL1	100.862
AHCYL2	1.97551
AHDC1	20.4129
AHI1	2.01308
AHNAK	88.6749
AHNAK2	14.983
AHR	4.74287
AHRR	1.37074
AHSA1	268.546
AHSA2	5.61426
AHSG	0
AHSP	0
AICDA	0.0703516
AIDA	30.8573
AIF1	0
AIF1L	3.71156
AIFM1	58.3052
AIFM2	37.9411
AIFM3	0
AIG1	11.4829
AIM1	8.43024
AIM1L	0.400412
AIM2	3.41349
AIMP1	27.5655
AIMP2	25.0503
AIP	288.812
AIPL1	0.282367
AIRE	0
AIRN	0
AJAP1	0
AJUBA	19.8352
AK1	124.754
AK2	128.655
AK3	18.8199
AK4	23.3696
AK5	0.0390172
AK6	17.6291
AK7	0.235971
AK8	0.190604
AK9	1.40094
AKAP1	13.6482
AKAP10	3.34665
AKAP11	6.3939
AKAP12	23.7776
AKAP13	7.08886
AKAP14	0
AKAP17A	0
AKAP2	15.0509
AKAP3	0.0194849
AKAP4	0
AKAP5	0.243755
AKAP6	0.0482353
AKAP7	1.78115
AKAP8	18.2675
AKAP8L	102.672
AKAP9	1.31305
AKIP1	49.2405
AKIRIN1	23.4235
AKIRIN2	39.2945
AKNA	1.22109
AKNAD1	0.0448795
AKR1A1	105.878
AKR1B1	5470.13
AKR1B10	1.8963
AKR1B15	0.675855
AKR1C1	19.7643
AKR1C2	3.44876
AKR1C3	7.86405
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	56.0507
AKR7A2P1	0.159664
AKR7A3	1.08929
AKR7L	0.287209
AKT1	87.6587
AKT1S1	205.743
AKT2	45.1366
AKT3	10.6929
AKTIP	8.78155
ALAD	8.12988
ALAS1	19.3506
ALAS2	0.035209
ALB	0
ALCAM	25.0675
ALDH16A1	24.1437
ALDH18A1	38.268
ALDH1A1	0
ALDH1A2	0
ALDH1A3	31.6113
ALDH1B1	11.6932
ALDH1L1	0
ALDH1L1-AS1	0
ALDH1L1-AS2	0
ALDH1L2	0.392847
ALDH2	30.8794
ALDH3A1	0.244837
ALDH3A2	8.88212
ALDH3B1	50.3852
ALDH3B2	0.105885
ALDH4A1	3.24279
ALDH5A1	1.44902
ALDH6A1	5.28196
ALDH7A1	1.40825
ALDH8A1	0
ALDH9A1	13.2815
ALDOA	3864.5
ALDOB	0
ALDOC	126.372
ALG1	8.76653
ALG10	0.707648
ALG10B	0.628208
ALG11	1.11402
ALG12	5.66858
ALG13	3.61152
ALG14	8.64642
ALG1L	0.478515
ALG1L2	0
ALG1L9P	0.0433695
ALG2	9.12733
ALG3	64.2881
ALG5	32.9889
ALG6	2.67278
ALG8	18.5884
ALG9	3.15392
ALK	0.0101044
ALKBH1	6.82776
ALKBH2	33.5047
ALKBH3	44.0588
ALKBH3-AS1	0
ALKBH4	28.5919
ALKBH5	47.9515
ALKBH6	75.5111
ALKBH7	202.931
ALKBH8	1.43242
ALLC	0
ALMS1	0.995223
ALMS1-IT1	0.038639
ALMS1P	0.086437
ALOX12	0.112461
ALOX12-AS1	5.21049
ALOX12B	0.13191
ALOX12P2	0.913969
ALOX15	0.04895
ALOX15B	0
ALOX15P1	0
ALOX5	0.0554165
ALOX5AP	0.083286
ALOXE3	0.642997
ALPI	0
ALPK1	1.34073
ALPK2	3.53313
ALPK3	0.0515895
ALPL	0.114703
ALPP	0
ALPPL2	0
ALS2	2.13224
ALS2CL	0.101907
ALS2CR11	0
ALS2CR12	0.114196
ALX1	2.13273
ALX3	1.97291
ALX4	0.046511
ALYREF	218.788
AMACR	1.31301
AMBN	0
AMBP	0.632352
AMBRA1	15.4641
AMD1	24.2888
AMDHD1	0.344119
AMDHD2	22.7148
AMELX	0
AMELY	0
AMER1	0.290376
AMER2	0.0189162
AMER3	0.0102498
AMFR	56.0463
AMH	14.6086
AMHR2	0.0872915
AMICA1	0
AMIGO1	2.13894
AMIGO2	31.3425
AMIGO3	5.20521
AMMECR1	6.13212
AMMECR1L	4.52673
AMN	0
AMN1	2.21005
AMOT	0.0291222
AMOTL1	2.84197
AMOTL2	10.0559
AMPD1	0
AMPD2	40.0708
AMPD3	2.79453
AMPH	7.21677
AMT	0.230919
AMTN	2.12777
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0.08965
AMZ1	4.32799
AMZ2	30.2532
AMZ2P1	0.846533
ANAPC1	3.73668
ANAPC10	1.35356
ANAPC11	168.019
ANAPC13	45.0473
ANAPC15	102.316
ANAPC16	32.495
ANAPC1P1	0.115195
ANAPC2	50.0029
ANAPC4	4.94302
ANAPC5	67.8296
ANAPC7	36.0089
ANG	6.01192
ANGEL1	5.40509
ANGEL2	3.65492
ANGPT1	0.45825
ANGPT2	0.024925
ANGPT4	0
ANGPTL1	0
ANGPTL2	12.0867
ANGPTL3	0
ANGPTL4	66.2198
ANGPTL5	0
ANGPTL6	4.04543
ANGPTL7	0
ANHX	0
ANK1	1.74036
ANK2	0.449077
ANK3	0.41644
ANKAR	0.0435016
ANKDD1A	1.19239
ANKDD1B	0
ANKEF1	1.41195
ANKFN1	0.381768
ANKFY1	5.72991
ANKH	5.60243
ANKHD1	8.73863
ANKHD1-EIF4EBP3	11.6965
ANKIB1	6.04288
ANKK1	0
ANKLE1	0.282702
ANKLE2	41.28
ANKMY1	1.25641
ANKMY2	18.7284
ANKRA2	2.88126
ANKRD1	0.238607
ANKRD10	29.4133
ANKRD11	20.9246
ANKRD12	3.84701
ANKRD13A	19.6312
ANKRD13B	8.03395
ANKRD13C	4.79483
ANKRD13D	32.243
ANKRD16	8.1483
ANKRD17	13.1422
ANKRD18A	0
ANKRD18B	2.18196
ANKRD18DP	0.135496
ANKRD19P	2.24522
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	1.56221
ANKRD20A19P	0
ANKRD20A2	0.0184064
ANKRD20A3	1.54167E-05
ANKRD20A4	0.0367816
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	0.177953
ANKRD22	0.193746
ANKRD23	0.510167
ANKRD24	1.16549
ANKRD26	1.36097
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	9.04212
ANKRD28	4.34001
ANKRD29	0.696687
ANKRD30A	0
ANKRD30B	0.0553828
ANKRD30BL	0.538468
ANKRD30BP2	0.682225
ANKRD30BP3	0
ANKRD31	0.0209973
ANKRD32	1.825
ANKRD33	0
ANKRD33B	2.25881
ANKRD34A	4.00597
ANKRD34B	0
ANKRD34C	0
ANKRD34C-AS1	0
ANKRD35	32.0246
ANKRD36	0.222188
ANKRD36B	0.0741218
ANKRD36BP1	1.46387
ANKRD36BP2	0
ANKRD36C	0.132514
ANKRD37	6.25956
ANKRD39	14.1453
ANKRD40	7.26658
ANKRD42	7.2305
ANKRD44	0.37365
ANKRD44-IT1	0
ANKRD45	0.639653
ANKRD46	2.31996
ANKRD49	2.02004
ANKRD50	1.69225
ANKRD52	60.6397
ANKRD53	0.438518
ANKRD54	19.2684
ANKRD55	0
ANKRD6	0.0594976
ANKRD60	0
ANKRD61	0.147088
ANKRD62	0
ANKRD62P1-PARP4P3	0
ANKRD63	0
ANKRD65	0.121675
ANKRD66	0
ANKRD7	0.15524
ANKRD9	25.7915
ANKS1A	3.18846
ANKS1B	0.848902
ANKS3	6.82265
ANKS4B	0.0224919
ANKS6	7.58307
ANKUB1	0
ANKZF1	36.7809
ANLN	21.2626
ANO1	0
ANO1-AS2	0
ANO10	36.9411
ANO2	0
ANO3	0
ANO4	0.0155773
ANO5	0.502999
ANO6	7.28853
ANO7	0.217765
ANO8	3.58694
ANO9	0.136496
ANOS1	0
ANP32A	170.737
ANP32A-IT1	0.217626
ANP32AP1	0
ANP32B	492.526
ANP32C	0
ANP32D	0
ANP32E	127.476
ANPEP	0.371463
ANTXR1	12.387
ANTXR2	9.2566
ANTXRL	0
ANTXRLP1	0
ANXA1	203.198
ANXA10	0.336776
ANXA11	157.156
ANXA13	0
ANXA2	1852.65
ANXA2P1	0
ANXA2P2	12.6601
ANXA2P3	0
ANXA2R	2.35317
ANXA3	0
ANXA4	36.5218
ANXA5	673.281
ANXA6	198.012
ANXA7	50.7217
ANXA8	1.40557
ANXA8L1	6.60128
ANXA9	5.68713
AOAH	0.406489
AOAH-IT1	0
AOC1	0
AOC2	0.45876
AOC3	0.0276603
AOC4P	0
AOX1	4.74453
AOX2P	0
AP1AR	4.3153
AP1B1	51.0231
AP1B1P1	0
AP1G1	12.9462
AP1G2	1.60729
AP1M1	88.3953
AP1M2	22.0853
AP1S1	442.748
AP1S2	5.95112
AP1S3	6.0182
AP2A1	81.9421
AP2A2	21.178
AP2B1	58.0169
AP2M1	765.814
AP2S1	2690.92
AP3B1	11.2079
AP3B2	3.9487
AP3D1	98.6286
AP3M1	8.31319
AP3M2	6.57448
AP3S1	30.3488
AP3S2	12.9447
AP4B1	26.6729
AP4B1-AS1	0.0786095
AP4E1	4.27172
AP4M1	20.6035
AP4S1	2.24314
AP5B1	14.0431
AP5M1	7.44836
AP5S1	22.358
AP5Z1	21.7473
APAF1	0.920887
APBA1	0.0192044
APBA2	0.0179126
APBA3	9.47132
APBB1	31.6798
APBB1IP	0.0498811
APBB2	2.52962
APBB3	3.85764
APC	1.38574
APC2	0.345627
APCDD1	0
APCDD1L	85.5989
APCDD1L-AS1	23.3423
APCS	0
APEH	90.5875
APELA	0
APEX1	44.3618
APEX2	67.394
APH1A	147.856
APH1B	6.72267
API5	40.5355
APIP	13.9237
APITD1	16.9257
APITD1-CORT	4.424
APLF	0.518721
APLN	15.014
APLNR	0
APLP1	8.23639
APLP2	184.744
APMAP	51.732
APOA1	0.084334
APOA1-AS	0
APOA1BP	289.312
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0.167928
APOBEC3A	0.151037
APOBEC3A_B	0
APOBEC3B	5.30986
APOBEC3B-AS1	0.114991
APOBEC3C	56.0761
APOBEC3D	1.0812
APOBEC3F	3.29031
APOBEC3G	0.369479
APOBEC3H	0
APOBEC4	0
APOBR	0.135968
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4-APOC2	0
APOD	0.44753
APOE	1.13199
APOF	0
APOH	0
APOL1	22.1756
APOL2	71.4203
APOL3	14.9443
APOL4	0.0402749
APOL5	0
APOL6	8.17527
APOLD1	1.19992
APOM	2.32432
APOO	22.5721
APOOL	2.98305
APOOP5	0
APOPT1	50.3749
APP	159.33
APPBP2	3.24045
APPL1	6.31535
APPL2	7.74369
APRT	566.98
APTR	1.42848
APTX	46.056
AQP1	0.24454
AQP10	0
AQP11	0.0310159
AQP12A	0
AQP12B	0
AQP2	0
AQP3	1.01209
AQP4	0
AQP4-AS1	0.0276857
AQP5	0
AQP6	0.0495403
AQP7	0.28271
AQP7P1	0.0817887
AQP7P3	0
AQP8	0
AQP9	0.58282
AQR	5.71876
AR	1.69148
ARAF	69.2863
ARAP1	13.7073
ARAP2	0.882096
ARAP3	10.9323
ARC	2.43676
ARCN1	23.5898
AREG	0
AREL1	12.5729
ARF1	309.575
ARF3	137.497
ARF4	62.4515
ARF5	434.27
ARF6	37.3554
ARFGAP1	152.167
ARFGAP2	72.6902
ARFGAP3	5.10682
ARFGEF1	6.18101
ARFGEF2	4.13494
ARFGEF3	0.665847
ARFIP1	11.9173
ARFIP2	38.2756
ARFRP1	105.709
ARG1	0
ARG2	14.2691
ARGFX	0.100636
ARGFXP2	0.237499
ARGLU1	29.0455
ARHGAP1	52.0453
ARHGAP10	9.06292
ARHGAP11A	34.9251
ARHGAP11B	2.60723
ARHGAP12	4.11622
ARHGAP15	0.0773751
ARHGAP17	21.4837
ARHGAP18	3.34671
ARHGAP19	2.43117
ARHGAP19-SLIT1	0
ARHGAP20	0
ARHGAP21	5.51041
ARHGAP22	11.9962
ARHGAP23	16.7273
ARHGAP24	0.154273
ARHGAP25	0
ARHGAP26	1.51413
ARHGAP26-AS1	0
ARHGAP26-IT1	0
ARHGAP27	4.8705
ARHGAP28	0.206764
ARHGAP29	1.89335
ARHGAP30	0.214778
ARHGAP31	2.85821
ARHGAP31-AS1	0
ARHGAP32	0.929519
ARHGAP33	2.72836
ARHGAP35	29.2872
ARHGAP36	0.206418
ARHGAP39	5.48191
ARHGAP4	0.738893
ARHGAP40	0.945639
ARHGAP42	0.456896
ARHGAP44	1.79307
ARHGAP5	1.86747
ARHGAP5-AS1	1.05021
ARHGAP6	0
ARHGAP8	0
ARHGAP9	0.192278
ARHGDIA	815.888
ARHGDIB	2.58263
ARHGDIG	0
ARHGEF1	54.7066
ARHGEF10	3.26416
ARHGEF10L	13.6579
ARHGEF11	6.49416
ARHGEF12	5.7383
ARHGEF15	0.0310009
ARHGEF16	0
ARHGEF17	2.90928
ARHGEF18	31.3387
ARHGEF19	0.172205
ARHGEF2	48.6508
ARHGEF25	11.5823
ARHGEF26	1.37632
ARHGEF26-AS1	0.101362
ARHGEF28	3.22381
ARHGEF3	2.12937
ARHGEF3-AS1	0
ARHGEF33	0.104251
ARHGEF34P	0.0305237
ARHGEF35	0.26702
ARHGEF37	1.15412
ARHGEF38	0
ARHGEF38-IT1	0
ARHGEF39	16.2592
ARHGEF4	0.0167922
ARHGEF40	9.65731
ARHGEF5	1.19271
ARHGEF6	6.50033
ARHGEF7	13.344
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	2.22839
ARHGEF9-IT1	0
ARID1A	19.2049
ARID1B	4.11584
ARID2	2.39824
ARID3A	13.0994
ARID3B	2.91247
ARID3C	0
ARID4A	2.3513
ARID4B	6.3801
ARID5A	7.67336
ARID5B	2.56103
ARIH1	10.4106
ARIH2	32.1266
ARIH2OS	0.903786
ARL1	24.5159
ARL10	2.50477
ARL11	0.0171473
ARL13A	0
ARL13B	1.98621
ARL14	0.219717
ARL14EP	10.8936
ARL14EPL	0.517953
ARL15	2.65639
ARL16	49.0205
ARL17A	0.108647
ARL17B	1.33975
ARL2	355.588
ARL2-SNX15	0
ARL2BP	32.5032
ARL3	17.9331
ARL4A	17.118
ARL4C	8.73012
ARL4D	26.3631
ARL5A	7.69577
ARL5B	1.51233
ARL5C	0
ARL6	2.83948
ARL6IP1	275.918
ARL6IP4	607.686
ARL6IP5	33.5785
ARL6IP6	1.96932
ARL8A	37.5677
ARL8B	11.1931
ARL9	0
ARMC1	11.4865
ARMC10	26.635
ARMC12	0.130128
ARMC2	0.241677
ARMC2-AS1	0
ARMC3	0
ARMC4	1.12535
ARMC5	38.7292
ARMC6	80.9399
ARMC7	22.9
ARMC8	6.1755
ARMC9	12.1679
ARMCX1	7.64483
ARMCX2	7.90746
ARMCX3	8.98461
ARMCX4	8.89325
ARMCX5	4.80141
ARMCX5-GPRASP2	0.76758
ARMCX6	70.3073
ARMS2	0
ARMT1	6.5822
ARNT	13.3002
ARNT2	2.55493
ARNTL	3.41016
ARNTL2	5.05364
ARNTL2-AS1	0
ARPC1A	159.399
ARPC1B	182.722
ARPC2	242.279
ARPC3	342.326
ARPC4	352.294
ARPC4-TTLL3	1.53432
ARPC5	54.3403
ARPC5L	147.874
ARPIN	10.7141
ARPP19	19.7035
ARPP21	0
ARR3	0
ARRB1	5.25158
ARRB2	35.431
ARRDC1	27.587
ARRDC1-AS1	32.7571
ARRDC2	20.232
ARRDC3	13.1585
ARRDC3-AS1	0.633167
ARRDC4	3.11217
ARRDC5	0
ARSA	13.4901
ARSB	2.77984
ARSD	8.48801
ARSE	7.32101
ARSF	0
ARSG	0.449696
ARSH	0
ARSI	6.73572
ARSJ	1.17463
ARSK	1.57026
ART1	0
ART3	0
ART4	0
ART5	0
ARTN	11.4809
ARV1	10.6491
ARVCF	0.525505
ARX	0
AS3MT	9.94088
ASAH1	17.3243
ASAH2	0.0574007
ASAH2B	0.634118
ASAP1	7.41879
ASAP1-IT1	0
ASAP1-IT2	0.231314
ASAP2	7.33836
ASAP3	7.77535
ASB1	8.71668
ASB10	0
ASB11	0
ASB12	0
ASB13	7.21931
ASB14	0.151569
ASB15	0
ASB16	0.562248
ASB16-AS1	3.24455
ASB17	0
ASB18	0
ASB2	0.0237529
ASB3	13.8344
ASB4	0
ASB5	0.0215256
ASB6	42.7209
ASB7	3.94887
ASB8	25.2607
ASB9	4.95483
ASB9P1	0.0422409
ASCC1	7.27394
ASCC2	25.7447
ASCC3	3.23505
ASCL1	0.0265868
ASCL2	0
ASCL3	0
ASCL4	0
ASCL5	0.442321
ASF1A	4.99973
ASF1B	66.7487
ASGR1	1.28095
ASGR2	0
ASH1L	2.52707
ASH1L-AS1	1.50816
ASH2L	16.2424
ASIC1	2.75221
ASIC2	0
ASIC3	0.180018
ASIC4	0.0460254
ASIC5	0
ASIP	0.589826
ASL	65.7616
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASNA1	141.352
ASNS	38.8347
ASNSD1	5.61472
ASPA	0.104005
ASPDH	0
