Gene symbol	Con2__2
ACRC	0.186633
ACRV1	0.0461524
ACSBG1	0.0307668
ACSBG2	0.0556441
ACSF2	10.4499
ACSF3	5.50097
ACSL1	19.8353
ACSL3	22.2978
ACSL4	57.3531
ACSL5	1.42119
ACSL6	0.0280254
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0.286758
ACSM4	0
ACSM5	1.71015
ACSM6	0
ACSS1	0.172616
ACSS2	30.3732
ACSS3	0.617613
ACTA1	0
ACTA2	15.5958
ACTA2-AS1	0
ACTB	3639.21
ACTBL2	0.0657875
ACTC1	0
ACTG1	2875.89
ACTG1P17	0
ACTG1P20	0.104375
ACTG1P4	0
ACTG2	0.187783
ACTL10	2.86654
ACTL6A	33.597
ACTL6B	0
ACTL7A	0.032021
ACTL7B	0
ACTL8	0.0512715
ACTL9	0
ACTN1	125.583
ACTN1-AS1	0.209856
ACTN2	0.0181283
ACTN3	0.0443487
ACTN4	349.496
ACTR10	26.9997
ACTR1A	112.854
ACTR1B	30.7986
ACTR2	118.885
ACTR3	67.0059
ACTR3B	3.52852
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	8.94398
ACTR6	5.42127
ACTR8	11.8705
ACTRT1	0
ACTRT2	0
ACTRT3	0.0236267
ACVR1	13.0875
ACVR1B	4.74688
ACVR1C	0.0985902
ACVR2A	1.85782
ACVR2B	0.46708
ACVR2B-AS1	0.0368111
ACVRL1	0.010873
ACY1	18.4158
ACY3	0
ACYP1	14.4794
ACYP2	7.88981
ADA	5.55503
ADAD1	0
ADAD2	0
ADAL	6.30101
ADAM10	56.9367
ADAM11	0.0508322
ADAM12	41.8302
ADAM15	28.5319
ADAM17	13.8416
ADAM18	0
ADAM19	1.64812
ADAM1A	0.210097
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0.46741
ADAM21P1	0.184334
ADAM22	1.85259
ADAM23	1.82339
ADAM28	0.286205
ADAM29	0
ADAM30	0
ADAM32	0.0844071
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	7.12912
ADAM9	78.0581
ADAMDEC1	0
ADAMTS1	30.198
ADAMTS10	0
ADAMTS12	9.16797
ADAMTS13	0.106808
ADAMTS14	0.0760405
ADAMTS15	1.01466
ADAMTS16	1.02037
ADAMTS17	0.0697243
ADAMTS18	0.583579
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS2	0.468564
ADAMTS20	0.0154496
ADAMTS3	0.098835
ADAMTS4	0.372179
ADAMTS5	7.23604
ADAMTS6	0.74406
ADAMTS7	1.21993
ADAMTS7P1	0
ADAMTS8	0.0246607
ADAMTS9	0.0180357
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	6.48245
ADAMTSL2	0.0242187
ADAMTSL3	0.0120286
ADAMTSL4	0.0614562
ADAMTSL4-AS1	0.0513031
ADAMTSL5	0.0160582
ADAP1	0.0975153
ADAP2	0.0334724
ADAR	27.3268
ADARB1	0.513601
ADARB2	0
ADARB2-AS1	0
ADAT1	13.747
ADAT2	1.31631
ADAT3	3.52043
ADCK1	3.82269
ADCK2	34.4383
ADCK3	5.09098
ADCK4	14.3325
ADCK5	4.33596
ADCY1	0
ADCY10	0.0447233
ADCY10P1	0
ADCY2	0
ADCY3	8.30766
ADCY4	0
ADCY5	0.0173596
ADCY6	6.71385
ADCY7	4.03107
ADCY8	18.0003
ADCY9	1.99397
ADCYAP1	0
ADCYAP1R1	0.0205789
ADD1	59.9827
ADD2	5.1322
ADD3	15.4488
ADD3-AS1	0.117941
ADGB	0
ADGRA1	0
ADGRA1-AS1	0
ADGRA2	0.212478
ADGRA3	8.67762
ADGRB1	0
ADGRB2	3.99532
ADGRB3	0.00786096
ADGRD1	0.222586
ADGRE1	8.56932
ADGRE2	0.10914
ADGRE3	0
ADGRE4P	0
ADGRE5	67.7843
ADGRF1	0.0162254
ADGRF2	0.0433747
ADGRF3	0.0842441
ADGRF4	7.03192
ADGRF5	0.00767199
ADGRG1	289.797
ADGRG2	0.996904
ADGRG3	0
ADGRG4	0
ADGRG5	0.139943
ADGRG6	0.00643218
ADGRG7	0
ADGRL1	2.17936
ADGRL2	2.74075
ADGRL3	0
ADGRL3-AS1	0
ADGRL4	0.0874204
ADGRV1	0.134762
ADH1A	0
ADH1B	0
ADH1C	0.0273209
ADH4	0
ADH5	57.2383
ADH6	0
ADH7	0
ADHFE1	0
ADI1	89.5079
ADIG	0
ADIPOQ	0
ADIPOQ-AS1	0
ADIPOR1	54.0035
ADIPOR2	31.7396
ADIRF	1.49866
ADK	47.317
ADM	25.675
ADM2	0.0222879
ADM5	0.757727
ADNP	17.7691
ADNP-AS1	1.63694
ADNP2	8.43692
ADO	12.3962
ADORA1	11.137
ADORA2A	3.61682
ADORA2A-AS1	0.216128
ADORA2B	26.5109
ADORA3	0
ADPGK	28.3934
ADPGK-AS1	1.1803
ADPRH	1.81578
ADPRHL1	0.862563
ADPRHL2	39.1301
ADPRM	3.87148
ADRA1A	0.0810439
ADRA1B	2.19972
ADRA1D	0.034595
ADRA2A	0.0581355
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	0.0925156
ADRB3	0
ADRBK1	28.8478
ADRBK2	1.53585
ADRM1	226.809
ADSL	48.5295
ADSS	21.6617
ADSSL1	0.383211
ADTRP	2.89186
AEBP1	0.043965
AEBP2	7.53876
AEN	28.5847
AES	312.03
AFAP1	6.68422
AFAP1-AS1	0
AFAP1L1	0.0329924
AFAP1L2	1.20528
AFF1	5.07256
AFF2	0.00954091
AFF3	2.21909
AFF4	17.9742
AFG3L1P	0.967555
AFG3L2	43.8325
AFM	0
AFMID	8.75919
AFP	0.0926658
AFTPH	10.3383
AGA	8.70877
AGAP1	5.08195
AGAP1-IT1	0.452582
AGAP11	0.0745759
AGAP2	0.119199
AGAP2-AS1	27.4125
AGAP3	67.3549
AGAP4	0.019014
AGAP5	0.172395
AGAP6	0.464438
AGAP7P	0.0193192
AGAP9	0
AGBL1	0
AGBL1-AS1	0
AGBL2	0.113257
AGBL3	0.10248
AGBL4	0.0153061
AGBL4-IT1	0
AGBL5	23.1547
AGBL5-AS1	0
AGER	0.288879
AGFG1	13.8275
AGFG2	31.5707
AGGF1	7.7252
AGK	11.932
AGL	7.78106
AGMAT	0.433457
AGMO	0
AGO1	10.522
AGO2	7.12871
AGO3	2.51611
AGO4	1.30881
AGPAT1	72.1923
AGPAT2	8.64841
AGPAT3	15.7321
AGPAT4	3.77544
AGPAT4-IT1	0.206322
AGPAT5	10.8313
AGPAT6	32.5261
AGPAT9	44.642
AGPS	12.4296
AGR2	0
AGR3	0
AGRN	21.4263
AGRP	0
AGT	0.0179127
AGTPBP1	8.03286
AGTR1	0.276854
AGTR2	0
AGTRAP	93.1446
AGXT	0
AGXT2	0
AHCTF1	5.37669
AHCTF1P1	0.0841851
AHCY	167.062
AHCYL1	77.2269
AHCYL2	5.64184
AHDC1	7.53891
AHI1	7.23622
AHNAK	97.7391
AHNAK2	29.648
AHR	15.4178
AHRR	4.14879
AHSA1	155.385
AHSA2	0.738643
AHSG	0
AHSP	0
AICDA	0
AIDA	78.2311
AIF1	0
AIF1L	1.3716
AIFM1	37.8003
AIFM2	16.7522
AIFM3	0
AIG1	39.5886
AIM1	25.1879
AIM1L	0.00847068
AIM2	2.61574
AIMP1	16.1529
AIMP2	22.0726
AIP	97.6899
AIPL1	0
AIRE	0
AIRN	0
AJAP1	0
AJUBA	8.28666
AK1	58.0585
AK2	69.2623
AK3	29.7819
AK4	10.132
AK5	0.259544
AK6	29.3081
AK7	0
AK8	0.0223559
AK9	2.77077
AKAP1	11.2722
AKAP10	7.72881
AKAP11	18.1425
AKAP12	50.7321
AKAP13	4.1118
AKAP14	0
AKAP17A	0
AKAP2	59.6838
AKAP3	0.299093
AKAP4	0
AKAP5	0.20399
AKAP6	0.209938
AKAP7	3.30878
AKAP8	10.3324
AKAP8L	27.7298
AKAP9	1.38144
AKIP1	29.5546
AKIRIN1	33.9048
AKIRIN2	36.492
AKNA	0.767878
AKNAD1	0.223662
AKR1A1	52.1255
AKR1B1	1756.33
AKR1B10	5.66764
AKR1B15	0.955357
AKR1C1	215.971
AKR1C2	13.59
AKR1C3	53.1738
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	37.7861
AKR7A2P1	0
AKR7A3	0.163095
AKR7L	0.177821
AKT1	83.478
AKT1S1	85.8822
AKT2	33.7818
AKT3	9.51843
AKTIP	11.4904
ALAD	13.8793
ALAS1	32.4624
ALAS2	0
ALB	0
ALCAM	53.4891
ALDH16A1	7.71041
ALDH18A1	35.5713
ALDH1A1	0.0196563
ALDH1A2	0.0627269
ALDH1A3	166.719
ALDH1B1	14.9891
ALDH1L1	0
ALDH1L1-AS1	0
ALDH1L1-AS2	0
ALDH1L2	1.2701
ALDH2	16.4695
ALDH3A1	0.45986
ALDH3A2	33.2652
ALDH3B1	32.7783
ALDH3B2	0.0185841
ALDH4A1	2.77315
ALDH5A1	0.251318
ALDH6A1	5.31682
ALDH7A1	2.44504
ALDH8A1	0
ALDH9A1	28.8314
ALDOA	1913.93
ALDOB	0
ALDOC	6.50976
ALG1	8.20076
ALG10	3.09127
ALG10B	1.95743
ALG11	2.22098
ALG12	6.86709
ALG13	7.24054
ALG14	7.46509
ALG1L	0.553325
ALG1L2	0.11006
ALG1L9P	0.0711051
ALG2	15.797
ALG3	62.6763
ALG5	38.5176
ALG6	4.29457
ALG8	18.4053
ALG9	3.20847
ALK	0.133916
ALKBH1	6.56297
ALKBH2	17.1733
ALKBH3	26.3148
ALKBH3-AS1	0
ALKBH4	8.34049
ALKBH5	55.9238
ALKBH6	29.344
ALKBH7	38.4185
ALKBH8	1.9577
ALLC	0
ALMS1	1.06261
ALMS1-IT1	0.163612
ALMS1P	0
ALOX12	0.0395121
ALOX12-AS1	2.97836
ALOX12B	0.0555751
ALOX12P2	0.0332256
ALOX15	0
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	0.0598763
ALOXE3	0.351828
ALPI	0
ALPK1	1.68938
ALPK2	2.7882
ALPK3	0.0199564
ALPL	0.0403041
ALPP	0
ALPPL2	0
ALS2	6.00122
ALS2CL	0
ALS2CR11	0
ALS2CR12	0.0537138
ALX1	3.22453
ALX3	0.964687
ALX4	0.0162316
ALYREF	183.16
AMACR	2.76856
AMBN	0
AMBP	0
AMBRA1	10.0582
AMD1	59.6792
AMDHD1	0.220111
AMDHD2	10.4112
AMELX	0
AMELY	0
AMER1	0.409845
AMER2	0.00439043
AMER3	0.00714482
AMFR	58.0693
AMH	2.15581
AMHR2	0.0308632
AMICA1	0
AMIGO1	0.619638
AMIGO2	17.0043
AMIGO3	2.69398
AMMECR1	9.05729
AMMECR1L	6.32327
AMN	0
AMN1	3.18432
AMOT	0.229485
AMOTL1	4.96901
AMOTL2	15.1026
AMPD1	0
AMPD2	28.3095
AMPD3	2.32906
AMPH	9.85936
AMT	0.0696569
AMTN	1.52896
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0.0626204
AMZ1	0.0404642
AMZ2	54.8729
AMZ2P1	0.869126
ANAPC1	9.87283
ANAPC10	5.83914
ANAPC11	171.364
ANAPC13	60.6385
ANAPC15	32.1129
ANAPC16	16.8805
ANAPC1P1	0.108384
ANAPC2	24.1101
ANAPC4	9.62817
ANAPC5	86.961
ANAPC7	32.632
ANG	0.91394
ANGEL1	6.34519
ANGEL2	4.87688
ANGPT1	0.867788
ANGPT2	0.151901
ANGPT4	0
ANGPTL1	0
ANGPTL2	26.8439
ANGPTL3	0.0310226
ANGPTL4	36.3425
ANGPTL5	0
ANGPTL6	2.67252
ANGPTL7	0
ANHX	0
ANK1	4.55342
ANK2	2.33865
ANK3	0.750175
ANKAR	0.081062
ANKDD1A	0.571597
ANKDD1B	0
ANKEF1	2.57917
ANKFN1	0.172395
ANKFY1	8.15424
ANKH	20.0435
ANKHD1	12.6972
ANKHD1-EIF4EBP3	5.89681
ANKIB1	12.4507
ANKK1	0
ANKLE1	0.0154248
ANKLE2	34.9491
ANKMY1	0.705035
ANKMY2	13.6547
ANKRA2	1.62116
ANKRD1	0.24011
ANKRD10	10.1348
ANKRD11	11.8242
ANKRD12	2.84064
ANKRD13A	33.1822
ANKRD13B	2.65595
ANKRD13C	9.06094
ANKRD13D	11.5101
ANKRD16	3.6686
ANKRD17	13.9699
ANKRD18A	0
ANKRD18B	0.264414
ANKRD18DP	0.0316651
ANKRD19P	0.445109
ANKRD2	0.0974479
ANKRD20A1	0.0644583
ANKRD20A11P	0.0476759
ANKRD20A12P	2.03997
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0.0514865
ANKRD20A5P	0.0974084
ANKRD20A8P	0.0246111
ANKRD20A9P	0.0377981
ANKRD22	0.135478
ANKRD23	0.232767
ANKRD24	0.368386
ANKRD26	2.26854
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	11.1999
ANKRD28	9.75729
ANKRD29	1.40454
ANKRD30A	0
ANKRD30B	0.212797
ANKRD30BL	0.138775
ANKRD30BP2	0.119399
ANKRD30BP3	0
ANKRD31	0.0146487
ANKRD32	5.12975
ANKRD33	0
ANKRD33B	0.833547
ANKRD34A	2.85323
ANKRD34B	0
ANKRD34C	0
ANKRD34C-AS1	0
ANKRD35	9.89879
ANKRD36	0.0915813
ANKRD36B	0.125588
ANKRD36BP1	4.9547
ANKRD36BP2	0
ANKRD36C	0.103211
ANKRD37	1.67105
ANKRD39	12.8986
ANKRD40	16.1752
ANKRD42	2.67401
ANKRD44	3.08629
ANKRD44-IT1	0
ANKRD45	0.39704
ANKRD46	3.77135
ANKRD49	1.77341
ANKRD50	5.95948
ANKRD52	46.3356
ANKRD53	0.155359
ANKRD54	14.6138
ANKRD55	0.0927054
ANKRD6	0.0538399
ANKRD60	0
ANKRD61	0.0695004
ANKRD62	0
ANKRD62P1-PARP4P3	0
ANKRD63	0
ANKRD65	0
ANKRD66	0
ANKRD7	0.587476
ANKRD9	25.5977
ANKS1A	3.4054
ANKS1B	0.41895
ANKS3	2.32348
ANKS4B	0
ANKS6	5.59444
ANKUB1	0
ANKZF1	6.79161
ANLN	42.1207
ANO1	0
ANO1-AS2	0
ANO10	40.8147
ANO2	0
ANO3	0.111777
ANO4	0.0108873
ANO5	0.535961
ANO6	15.0261
ANO7	0.10874
ANO8	1.70768
ANO9	0
ANOS1	0.00699179
ANP32A	67.5196
ANP32A-IT1	0.0831283
ANP32AP1	0.0782716
ANP32B	176.926
ANP32C	0
ANP32D	0
ANP32E	54.7279
ANPEP	0
ANTXR1	23.6489
ANTXR2	30.9661
ANTXRL	0.0204448
ANTXRLP1	0
ANXA1	717.842
ANXA10	6.23776
ANXA11	73.8723
ANXA13	0
ANXA2	1255.37
ANXA2P1	0.074327
ANXA2P2	9.79444
ANXA2P3	0
ANXA2R	1.15495
ANXA3	0
ANXA4	40.7269
ANXA5	569.478
ANXA6	99.6838
ANXA7	66.5634
ANXA8	0.177848
ANXA8L1	0.355207
ANXA9	1.36326
AOAH	0
AOAH-IT1	0
AOC1	0
AOC2	0.211276
AOC3	0.0582997
AOC4P	0
AOX1	13.199
AOX2P	0
AP1AR	8.75261
AP1B1	32.89
AP1B1P1	0
AP1G1	23.4752
AP1G2	0.12741
AP1M1	78.333
AP1M2	0.109565
AP1S1	227.03
AP1S2	20.3701
AP1S3	3.59473
AP2A1	74.9655
AP2A2	17.4204
AP2B1	73.3482
AP2M1	656.038
AP2S1	498.625
AP3B1	23.2421
AP3B2	0.624909
AP3D1	67.6877
AP3M1	17.5126
AP3M2	7.38305
AP3S1	64.7645
AP3S2	9.93623
AP4B1	11.5064
AP4B1-AS1	0.0277459
AP4E1	7.49851
AP4M1	9.2159
AP4S1	0.978699
AP5B1	7.59415
AP5M1	16.0511
AP5S1	11.7769
AP5Z1	6.86194
APAF1	1.60982
APBA1	0.24777
APBA2	0
APBA3	7.09536
APBB1	20.7254
APBB1IP	2.80041
APBB2	5.08318
APBB3	1.8316
APC	4.11843
APC2	0.176228
APCDD1	0
APCDD1L	19.7877
APCDD1L-AS1	10.2029
APCS	0
APEH	71.2631
APELA	0
APEX1	58.0645
APEX2	32.3234
APH1A	96.7872
APH1B	9.091
API5	46.1878
APIP	24.5206
APITD1	16.0713
APITD1-CORT	1.59276
APLF	0.678796
APLN	8.46906
APLNR	0
APLP1	5.33106
APLP2	102.145
APMAP	47.8308
APOA1	0
APOA1-AS	0
APOA1BP	82.7254
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0.0296687
APOBEC3A	0.0356881
APOBEC3A_B	0
APOBEC3B	15.8484
APOBEC3B-AS1	0.921646
APOBEC3C	38.7088
APOBEC3D	0.259238
APOBEC3F	1.4288
APOBEC3G	0.364799
APOBEC3H	0
APOBEC4	0
APOBR	0.0118886
APOC1	0.158231
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4-APOC2	0
APOD	0
APOE	0.0448181
APOF	0
APOH	0.720609
APOL1	0.801105
APOL2	16.5862
APOL3	0.870574
APOL4	0.0282069
APOL5	0
APOL6	2.99949
APOLD1	1.309
APOM	2.11119
APOO	18.4794
APOOL	7.18287
APOOP5	0
APOPT1	43.9415
APP	138.864
APPBP2	9.93074
APPL1	16.6531
APPL2	12.3393
APRT	192.913
APTR	1.50931
APTX	30.6741
AQP1	0.286134
AQP10	0
AQP11	0.349126
AQP12A	0
AQP12B	0
AQP2	0
AQP3	3.0325
AQP4	0
AQP4-AS1	0
AQP5	0.0524012
AQP6	0.156436
AQP7	0
AQP7P1	0.0286458
AQP7P3	0.506422
AQP8	0
AQP9	23.0242
AQR	11.5061
AR	1.58966
ARAF	39.959
ARAP1	7.24727
ARAP2	0.334318
ARAP3	5.62256
ARC	11.553
ARCN1	39.9393
AREG	0
AREL1	15.3024
ARF1	208.371
ARF3	111.979
ARF4	157.87
ARF5	173.664
ARF6	43.4278
ARFGAP1	45.8242
ARFGAP2	20.3696
ARFGAP3	8.23168
ARFGEF1	12.1847
ARFGEF2	12.0324
ARFGEF3	1.87957
ARFIP1	17.3214
ARFIP2	21.9671
ARFRP1	26.4373
ARG1	0.066839
ARG2	10.0029
ARGFX	0
ARGFXP2	0.0423012
ARGLU1	18.5518
ARHGAP1	31.6184
ARHGAP10	13.2244
ARHGAP11A	32.227
ARHGAP11B	1.34763
ARHGAP12	10.2773
ARHGAP15	0.0273035
ARHGAP17	21.1962
ARHGAP18	13.3687
ARHGAP19	4.06722
ARHGAP19-SLIT1	0
ARHGAP20	0.652483
ARHGAP21	17.7846
ARHGAP22	26.973
ARHGAP23	11.551
ARHGAP24	2.80178
ARHGAP25	0.0479083
ARHGAP26	3.31243
ARHGAP26-AS1	0
ARHGAP26-IT1	0
ARHGAP27	1.58742
ARHGAP28	2.10847
ARHGAP29	7.40529
ARHGAP30	0.0475463
ARHGAP31	5.73667
ARHGAP31-AS1	0.197749
ARHGAP32	1.24721
ARHGAP33	2.31565
ARHGAP35	37.647
ARHGAP36	0
ARHGAP39	2.76592
ARHGAP4	0.0979015
ARHGAP40	0.032347
ARHGAP42	1.96173
ARHGAP44	1.47442
ARHGAP5	5.82674
ARHGAP5-AS1	0.824827
ARHGAP6	0.184912
ARHGAP8	0
ARHGAP9	0.0178348
ARHGDIA	674.359
ARHGDIB	0.668294
ARHGDIG	0
ARHGEF1	26.2994
ARHGEF10	6.81028
ARHGEF10L	6.19983
ARHGEF11	8.2916
ARHGEF12	12.116
ARHGEF15	0
ARHGEF16	0.03156
ARHGEF17	0.853742
ARHGEF18	15.6065
ARHGEF19	0
ARHGEF2	36.7126
ARHGEF25	3.51314
ARHGEF26	1.85907
ARHGEF26-AS1	0.0355723
ARHGEF28	10.9985
ARHGEF3	5.72358
ARHGEF3-AS1	0
ARHGEF33	0
ARHGEF34P	0.0640084
ARHGEF35	0.112513
ARHGEF37	0.228984
ARHGEF38	0
ARHGEF38-IT1	0
ARHGEF39	5.3334
ARHGEF4	0
ARHGEF40	4.59963
ARHGEF5	0.226298
ARHGEF6	9.64273
ARHGEF7	10.5058
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	2.67199
ARHGEF9-IT1	0
ARID1A	14.2467
ARID1B	5.92013
ARID2	3.05753
ARID3A	2.77889
ARID3B	1.08014
ARID3C	0
ARID4A	2.14161
ARID4B	4.97091
ARID5A	2.74079
ARID5B	3.53648
ARIH1	18.8164
ARIH2	34.5385
ARIH2OS	0.152139
ARL1	34.8848
ARL10	0.560763
ARL11	0
ARL13A	0.0318069
ARL13B	5.07669
ARL14	0.312215
ARL14EP	6.02922
ARL14EPL	0.759443
ARL15	6.0253
ARL16	39.2309
ARL17A	0.679166
ARL17B	0.0015439
ARL2	139.289
ARL2-SNX15	0
ARL2BP	83.8066
ARL3	15.7272
ARL4A	5.87576
ARL4C	87.6452
ARL4D	20.5154
ARL5A	20.582
ARL5B	4.03164
ARL5C	0
ARL6	4.97617
ARL6IP1	237.91
ARL6IP4	139.389
ARL6IP5	92.7178
ARL6IP6	5.95226
ARL8A	12.1442
ARL8B	43.041
ARL9	0
ARMC1	26.894
ARMC10	29.7476
ARMC12	0.0464024
ARMC2	0.54344
ARMC2-AS1	0
ARMC3	0
ARMC4	0.353372
ARMC5	9.83698
ARMC6	31.1948
ARMC7	16.9266
ARMC8	11.8087
ARMC9	22.1902
ARMCX1	14.1088
ARMCX2	9.23899
ARMCX3	17.0082
ARMCX4	4.68083
ARMCX5	4.37424
ARMCX5-GPRASP2	1.42471
ARMCX6	26.1705
ARMS2	0.0693907
ARMT1	20.9974
ARNT	10.8132
ARNT2	1.1565
ARNTL	4.91506
ARNTL2	20.6387
ARNTL2-AS1	0
ARPC1A	215.784
ARPC1B	146.711
ARPC2	275.861
ARPC3	276.351
ARPC4	245.963
ARPC4-TTLL3	0.2563
ARPC5	122.282
ARPC5L	93.0697
ARPIN	7.35934
ARPP19	50.8859
ARPP21	0
ARR3	0
ARRB1	4.22745
ARRB2	27.2746
ARRDC1	14.0881
ARRDC1-AS1	11.5084
ARRDC2	6.32674
ARRDC3	18.1704
ARRDC3-AS1	0.203775
ARRDC4	9.4215
ARRDC5	0
ARSA	2.19026
ARSB	7.09035
ARSD	7.39241
ARSE	1.47286
ARSF	0
ARSG	0.265611
ARSH	0
ARSI	13.0045
ARSJ	3.91185
ARSK	3.44769
ART1	0
ART3	0
ART4	0
ART5	0
ARTN	1.18165
ARV1	10.4811
ARVCF	0.322937
ARX	0.0159565
AS3MT	1.73119
ASAH1	36.144
ASAH2	0.766643
ASAH2B	1.20733
ASAP1	12.6717
ASAP1-IT1	0
ASAP1-IT2	0.0698015
ASAP2	13.0967
ASAP3	1.08712
ASB1	12.1303
ASB10	0
ASB11	0
ASB12	0
ASB13	4.64239
ASB14	0.19155
ASB15	0
ASB16	0.219772
ASB16-AS1	2.41919
ASB17	0
ASB18	0
ASB2	0.611599
ASB3	11.0568
ASB4	0.0353518
ASB5	0
ASB6	15.0489
ASB7	5.63871
ASB8	17.1988
ASB9	0.340972
ASB9P1	0
ASCC1	9.25002
ASCC2	16.749
ASCC3	11.4208
ASCL1	0
ASCL2	0.0516426
ASCL3	0
ASCL4	0
ASCL5	0
ASF1A	16.3707
ASF1B	72.5855
ASGR1	0.143297
ASGR2	0
ASH1L	3.47792
ASH1L-AS1	0.531222
ASH2L	18.569
ASIC1	0.93448
ASIC2	0
ASIC3	0.0656898
ASIC4	0
ASIC5	0
ASIP	0
ASL	26.9714
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASNA1	124.545
