Gene symbol	RR1__3
ABHD3	12.7385
ABHD4	14.8025
ABHD5	8.12841
ABHD6	7.75571
ABHD8	45.7598
ABI1	18.9839
ABI2	9.5235
ABI3	4.85804
ABI3BP	0.551769
ABL1	21.2539
ABL2	5.36671
ABLIM1	13.9341
ABLIM2	0.174863
ABLIM3	7.97456
ABO	0
ABR	29.3291
ABRA	0.0429563
ABRACL	19.37
ABT1	16.3041
ABTB1	8.03011
ABTB2	4.93129
ACAA1	35.2028
ACAA2	35.0703
ACACA	4.06333
ACACB	0.3392
ACAD10	4.71699
ACAD11	3.19423
ACAD8	3.15358
ACAD9	13.6557
ACADL	0
ACADM	13.2457
ACADS	14.4852
ACADSB	2.46365
ACADVL	87.5619
ACAN	0.0065671
ACAP1	1.94916
ACAP2	5.22996
ACAP3	7.75033
ACAT1	17.3648
ACAT2	5.40628
ACBD3	27.0535
ACBD4	4.40849
ACBD5	17.0515
ACBD6	41.45
ACBD7	1.21105
ACCS	1.47446
ACCSL	0
ACD	23.946
ACE	0.0738741
ACE2	0
ACER1	0
ACER2	0.165469
ACER3	5.64779
ACHE	0
ACIN1	40.1095
ACKR1	0
ACKR2	0.0993671
ACKR3	0.462118
ACKR4	0.0256613
ACLY	71.2715
ACMSD	0
ACO1	56.9709
ACO2	15.7378
ACOT1	3.56125
ACOT11	0.0302366
ACOT12	0
ACOT13	2.94957
ACOT2	12.921
ACOT4	0
ACOT6	0.13679
ACOT7	80.0101
ACOT8	47.6548
ACOT9	38.4752
ACOX1	6.33223
ACOX2	1.9252
ACOX3	7.75581
ACOXL	0
ACP1	64.5879
ACP2	29.7056
ACP5	1.76734
ACP6	5.39357
ACPP	0.262236
ACPT	0
ACR	0
ACRBP	0
ACRC	0.349927
ACRV1	0
ACSBG1	0.118804
ACSBG2	0
ACSF2	5.38948
ACSF3	7.12409
ACSL1	8.57544
ACSL3	9.50899
ACSL4	38.7344
ACSL5	5.76882
ACSL6	0.0629015
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0.537178
ACSM4	0
ACSM5	0.173074
ACSM6	0.036284
ACSS1	0.0980589
ACSS2	15.3955
ACSS3	3.05901
ACTA1	0.0850085
ACTA2	22.4886
ACTA2-AS1	0
ACTB	7042.9
ACTBL2	0
ACTC1	0.078498
ACTG1	2405.29
ACTG1P17	0.0378113
ACTG1P20	0.469826
ACTG1P4	0.0307807
ACTG2	0.15537
ACTL10	3.06222
ACTL6A	48.9316
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	1.35486
ACTL9	0
ACTN1	83.8971
ACTN1-AS1	0.138289
ACTN2	0.0697945
ACTN3	0
ACTN4	248.542
ACTR10	14.5667
ACTR1A	87.2346
ACTR1B	19.8631
ACTR2	165.657
ACTR3	52.132
ACTR3B	3.65929
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1.24023
ACTR5	6.0905
ACTR6	12.2389
ACTR8	9.15059
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	5.60057
ACVR1B	5.14748
ACVR1C	0.0694974
ACVR2A	1.61662
ACVR2B	0.779955
ACVR2B-AS1	0.213101
ACVRL1	0.167596
ACY1	11.0366
ACY3	0
ACYP1	44.3701
ACYP2	7.58086
ADA	3.29801
ADAD1	0
ADAD2	0.0886052
ADAL	7.75462
ADAM10	39.9911
ADAM11	0.065244
ADAM12	28.2657
ADAM15	16.8139
ADAM17	18.302
ADAM18	0
ADAM19	2.74569
ADAM1A	0.311666
ADAM2	0
ADAM20	0.0634888
ADAM20P1	0.0580209
ADAM21	1.73656
ADAM21P1	0.267122
ADAM22	2.06509
ADAM23	0.545923
ADAM28	0.0645811
ADAM29	0
ADAM30	0
ADAM32	0.173663
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0.0334081
ADAM7	0
ADAM8	2.27758
ADAM9	42.1876
ADAMDEC1	0
ADAMTS1	14.5233
ADAMTS10	0
ADAMTS12	2.01823
ADAMTS13	0.0461602
ADAMTS14	0
ADAMTS15	0.0100114
ADAMTS16	0.447892
ADAMTS17	0.026824
ADAMTS18	0.0575752
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS2	0.0289573
ADAMTS20	0.118898
ADAMTS3	0.273036
ADAMTS4	3.01229
ADAMTS5	0.764552
ADAMTS6	3.3814
ADAMTS7	0.373089
ADAMTS7P1	0
ADAMTS8	0.0158357
ADAMTS9	0.0231225
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	2.75248
ADAMTSL2	0
ADAMTSL3	0.0309088
ADAMTSL4	0.0807857
ADAMTSL4-AS1	0.263519
ADAMTSL5	0
ADAP1	0.911058
ADAP2	0
ADAR	29.0007
ADARB1	0.440372
ADARB2	0.0333168
ADARB2-AS1	0
ADAT1	14.2799
ADAT2	0.888851
ADAT3	5.5058
ADCK1	2.24226
ADCK2	18.9142
ADCK3	5.89995
ADCK4	14.2775
ADCK5	2.36347
ADCY1	0.0364634
ADCY10	0
ADCY10P1	0
ADCY2	0.00862875
ADCY3	7.68368
ADCY4	0
ADCY5	0.0111359
ADCY6	3.36122
ADCY7	5.41481
ADCY8	0.955835
ADCY9	2.01722
ADCYAP1	0
ADCYAP1R1	0.105611
ADD1	33.7578
ADD2	0.0611482
ADD3	11.5552
ADD3-AS1	0.10174
ADGB	0
ADGRA1	0
ADGRA1-AS1	0
ADGRA2	0.535615
ADGRA3	5.61229
ADGRB1	0.0205793
ADGRB2	1.22637
ADGRB3	0
ADGRD1	0.26439
ADGRE1	30.8691
ADGRE2	0.096247
ADGRE3	0
ADGRE4P	0.238315
ADGRE5	39.8669
ADGRF1	0.088827
ADGRF2	0
ADGRF3	0.0130675
ADGRF4	1.42579
ADGRF5	0.0295815
ADGRG1	64.2394
ADGRG2	1.76668
ADGRG3	0
ADGRG4	0
ADGRG5	0.326817
ADGRG6	0
ADGRG7	0
ADGRL1	3.97204
ADGRL2	2.10532
ADGRL3	0.249814
ADGRL3-AS1	0
ADGRL4	0
ADGRV1	0.318693
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	56.7155
ADH6	0
ADH7	0
ADHFE1	0.259051
ADI1	99.848
ADIG	0.0962755
ADIPOQ	0.0250287
ADIPOQ-AS1	0
ADIPOR1	145.732
ADIPOR2	13.3994
ADIRF	2.33368
ADK	69.4418
ADM	197.823
ADM2	0.143093
ADM5	1.14803
ADNP	19.6494
ADNP-AS1	1.13692
ADNP2	5.80265
ADO	10.5351
ADORA1	2.76557
ADORA2A	3.68802
ADORA2A-AS1	2.26021
ADORA2B	10.3911
ADORA3	0
ADPGK	40.7587
ADPGK-AS1	0.780569
ADPRH	5.80241
ADPRHL1	0.538682
ADPRHL2	73.0885
ADPRM	7.74949
ADRA1A	0
ADRA1B	0.828129
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	0.0206058
ADRB2	0
ADRB3	0
ADRBK1	16.4831
ADRBK2	0.408532
ADRM1	431.382
ADSL	44.2008
ADSS	21.7761
ADSSL1	3.77733
ADTRP	5.2017
AEBP1	0.155218
AEBP2	6.66548
AEN	24.5272
AES	371.094
AFAP1	11.5547
AFAP1-AS1	0.033253
AFAP1L1	0.0988444
AFAP1L2	3.75546
AFF1	5.04062
AFF2	0.00814603
AFF3	0.0345675
AFF4	13.9656
AFG3L1P	2.11518
AFG3L2	28.5804
AFM	0
AFMID	10.0746
AFP	0.537154
AFTPH	17.1181
AGA	5.2222
AGAP1	2.32605
AGAP1-IT1	0.237636
AGAP11	0.0189069
AGAP2	0.664934
AGAP2-AS1	40.6373
AGAP3	62.4409
AGAP4	0.197326
AGAP5	0.197176
AGAP6	0.853108
AGAP7P	0.0746146
AGAP9	0
AGBL1	0
AGBL1-AS1	0
AGBL2	0.404067
AGBL3	0.148085
AGBL4	0
AGBL4-IT1	0
AGBL5	29.2924
AGBL5-AS1	0
AGER	0.730071
AGFG1	8.53429
AGFG2	8.58505
AGGF1	6.24921
AGK	15.7006
AGL	5.74827
AGMAT	1.5782
AGMO	0
AGO1	6.45462
AGO2	6.58096
AGO3	3.31106
AGO4	1.67806
AGPAT1	55.3261
AGPAT2	0.814697
AGPAT3	18.5683
AGPAT4	1.56326
AGPAT4-IT1	0.764655
AGPAT5	12.8426
AGPAT6	21.7932
AGPAT9	11.8014
AGPS	11.734
AGR2	0
AGR3	0
AGRN	15.3693
AGRP	0.0976481
AGT	0.414731
AGTPBP1	14.2026
AGTR1	1.30122
AGTR2	0
AGTRAP	196.725
AGXT	0
AGXT2	0
AHCTF1	12.1834
AHCTF1P1	0.0825098
AHCY	161.581
AHCYL1	97.6886
AHCYL2	4.7234
AHDC1	5.34127
AHI1	2.71549
AHNAK	47.6928
AHNAK2	6.69111
AHR	19.0468
AHRR	1.58201
AHSA1	280.758
AHSA2	2.8093
AHSG	0
AHSP	0
AICDA	0
AIDA	89.3311
AIF1	0
AIF1L	1.92742
AIFM1	41.4585
AIFM2	29.4942
AIFM3	0
AIG1	21.2005
AIM1	10.1164
AIM1L	0.0543358
AIM2	10.4358
AIMP1	25.9502
AIMP2	24.8049
AIP	166.801
AIPL1	0.0211935
AIRE	0
AIRN	0
AJAP1	0.176078
AJUBA	21.5869
AK1	54.0199
AK2	99.4012
AK3	35.3316
AK4	46.1127
AK5	0.087749
AK6	55.9106
AK7	0.477677
AK8	0.547035
AK9	1.29073
AKAP1	4.14756
AKAP10	6.77201
AKAP11	13.381
AKAP12	18.7317
AKAP13	3.48812
AKAP14	0
AKAP17A	0
AKAP2	24.8232
AKAP3	0
AKAP4	0.0621892
AKAP5	0.505724
AKAP6	0.0376621
AKAP7	3.23008
AKAP8	7.15242
AKAP8L	26.9663
AKAP9	2.42979
AKIP1	37.3157
AKIRIN1	46.839
AKIRIN2	47.6278
AKNA	0.755498
AKNAD1	0.404511
AKR1A1	51.7349
AKR1B1	2830.11
AKR1B10	2.39921
AKR1B15	0.577938
AKR1C1	16.7717
AKR1C2	1.87505
AKR1C3	14.9735
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	26.3521
AKR7A2P1	0.0977469
AKR7A3	0.0527809
AKR7L	0.181694
AKT1	86.0001
AKT1S1	121.632
AKT2	29.2633
AKT3	29.7827
AKTIP	19.7206
ALAD	13.8817
ALAS1	11.4487
ALAS2	0
ALB	0.0268053
ALCAM	28.6361
ALDH16A1	5.40602
ALDH18A1	51.9821
ALDH1A1	0.0252956
ALDH1A2	0.0182363
ALDH1A3	68.2088
ALDH1B1	9.07771
ALDH1L1	0
ALDH1L1-AS1	0
ALDH1L1-AS2	0.0258444
ALDH1L2	1.16517
ALDH2	20.4291
ALDH3A1	0.104544
ALDH3A2	12.7036
ALDH3B1	26.5695
ALDH3B2	0.0478251
ALDH4A1	0.982694
ALDH5A1	1.15633
ALDH6A1	7.35653
ALDH7A1	1.07663
ALDH8A1	0
ALDH9A1	23.1375
ALDOA	2734.88
ALDOB	0
ALDOC	103.675
ALG1	3.08396
ALG10	1.42412
ALG10B	2.20143
ALG11	2.01195
ALG12	7.49895
ALG13	11.8917
ALG14	11.034
ALG1L	0
ALG1L2	0.0715197
ALG1L9P	0.317353
ALG2	17.8555
ALG3	75.2441
ALG5	44.2088
ALG6	3.33798
ALG8	28.1931
ALG9	4.117
ALK	0.00903868
ALKBH1	4.8074
ALKBH2	41.6589
ALKBH3	29.3595
ALKBH3-AS1	0.0635608
ALKBH4	12.2834
ALKBH5	65.1899
ALKBH6	57.4518
ALKBH7	38.759
ALKBH8	2.6802
ALLC	0
ALMS1	1.77058
ALMS1-IT1	0.492327
ALMS1P	0
ALOX12	0
ALOX12-AS1	1.46715
ALOX12B	0.0714969
ALOX12P2	0.539594
ALOX15	0
ALOX15B	0
ALOX15P1	0
ALOX5	0.0242143
ALOX5AP	0.857205
ALOXE3	0.632897
ALPI	0
ALPK1	1.46168
ALPK2	2.27756
ALPK3	0.0255708
ALPL	0
ALPP	0
ALPPL2	0
ALS2	4.79793
ALS2CL	0.0702224
ALS2CR11	0
ALS2CR12	0.0346305
ALX1	6.4337
ALX3	0.816447
ALX4	0
ALYREF	186.05
AMACR	2.64536
AMBN	0.0304556
AMBP	0.178171
AMBRA1	7.74688
AMD1	27.3697
AMDHD1	0.198411
AMDHD2	3.36976
AMELX	0
AMELY	0
AMER1	0.272634
AMER2	0.00562658
AMER3	0
AMFR	69.7919
AMH	2.74703
AMHR2	0.0796893
AMICA1	0
AMIGO1	0.724741
AMIGO2	16.1875
AMIGO3	1.58299
AMMECR1	10.3731
AMMECR1L	3.93483
AMN	0
AMN1	3.22105
AMOT	0.00868013
AMOTL1	1.61076
AMOTL2	6.29639
AMPD1	0
AMPD2	24.3496
AMPD3	3.70083
AMPH	6.08596
AMT	0.09381
AMTN	3.95961
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0.134355
AMZ1	1.59543
AMZ2	62.1935
AMZ2P1	1.01497
ANAPC1	4.10964
ANAPC10	10.5988
ANAPC11	164.006
ANAPC13	64.4754
ANAPC15	59.4879
ANAPC16	39.5575
ANAPC1P1	0.104826
ANAPC2	13.9336
ANAPC4	6.47905
ANAPC5	64.3106
ANAPC7	23.3045
ANG	6.39067
ANGEL1	2.87419
ANGEL2	7.19268
ANGPT1	0.424332
ANGPT2	0.205701
ANGPT4	0
ANGPTL1	0.0491698
ANGPTL2	12.0187
ANGPTL3	0.0199386
ANGPTL4	38.5474
ANGPTL5	0
ANGPTL6	4.40566
ANGPTL7	0
ANHX	0
ANK1	0.454097
ANK2	0.643373
ANK3	0.573561
ANKAR	0.351147
ANKDD1A	1.29962
ANKDD1B	0
ANKEF1	2.7352
ANKFN1	0.517588
ANKFY1	5.97098
ANKH	5.04526
ANKHD1	13.5665
ANKHD1-EIF4EBP3	5.24811
ANKIB1	12.2672
ANKK1	0
ANKLE1	0.200244
ANKLE2	28.0042
ANKMY1	0.28709
ANKMY2	17.751
ANKRA2	4.69629
ANKRD1	0.0928112
ANKRD10	18.6527
ANKRD11	11.5449
ANKRD12	9.73884
ANKRD13A	22.316
ANKRD13B	3.92947
ANKRD13C	8.07245
ANKRD13D	10.4658
ANKRD16	5.83799
ANKRD17	13.9375
ANKRD18A	0
ANKRD18B	3.64249
ANKRD18DP	0.0203533
ANKRD19P	1.11976
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	5.40423
ANKRD20A19P	0
ANKRD20A2	0.0331087
ANKRD20A3	1.59575E-05
ANKRD20A4	0
ANKRD20A5P	0.0156369
ANKRD20A8P	0.0158037
ANKRD20A9P	0.123184
ANKRD22	0.159447
ANKRD23	0.161217
ANKRD24	0.214982
ANKRD26	2.06694
ANKRD26P1	0.00925548
ANKRD26P3	0
ANKRD27	9.20505
ANKRD28	9.25974
ANKRD29	1.55526
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0.179338
ANKRD30BP2	0.374933
ANKRD30BP3	0
ANKRD31	0.0375741
ANKRD32	3.68819
ANKRD33	0
ANKRD33B	1.2783
ANKRD34A	7.03985
ANKRD34B	0
ANKRD34C	0.0104946
ANKRD34C-AS1	0
ANKRD35	12.0958
ANKRD36	0.198753
ANKRD36B	0.170545
ANKRD36BP1	2.99395
ANKRD36BP2	0
ANKRD36C	0.215857
ANKRD37	6.96973
ANKRD39	19.3908
ANKRD40	17.2692
ANKRD42	5.69805
ANKRD44	0.720199
ANKRD44-IT1	0.0632623
ANKRD45	1.33203
ANKRD46	5.30498
ANKRD49	3.50884
ANKRD50	2.57814
ANKRD52	15.1745
ANKRD53	0.371762
ANKRD54	18.9329
ANKRD55	0
ANKRD6	0.115149
ANKRD60	0
ANKRD61	0.269447
ANKRD62	0
ANKRD62P1-PARP4P3	0
ANKRD63	0
ANKRD65	0
ANKRD66	0
ANKRD7	0.759616
ANKRD9	16.4789
ANKS1A	1.68441
ANKS1B	1.56948
ANKS3	2.01995
ANKS4B	0.0202704
ANKS6	2.31985
ANKUB1	0
ANKZF1	11.6985
ANLN	55.031
ANO1	0
ANO1-AS2	0
ANO10	46.6114
ANO2	0
ANO3	0.133804
ANO4	0
ANO5	1.21379
ANO6	20.0622
ANO7	0.139597
ANO8	2.5946
ANO9	0
ANOS1	0.0179324
ANP32A	106.676
ANP32A-IT1	0.124607
ANP32AP1	0
ANP32B	291.391
ANP32C	0
ANP32D	0
ANP32E	110.083
ANPEP	0.17485
ANTXR1	18.1704
ANTXR2	7.59084
ANTXRL	0
ANTXRLP1	0
ANXA1	781.009
ANXA10	0.660624
ANXA11	86.6689
ANXA13	0
ANXA2	1961.09
ANXA2P1	0.048059
ANXA2P2	13.2637
ANXA2P3	0
ANXA2R	0.824638
ANXA3	0
ANXA4	51.9077
ANXA5	593.803
ANXA6	51.6814
ANXA7	119.745
ANXA8	2.32518
ANXA8L1	4.55195
ANXA9	3.24476
AOAH	0.20491
AOAH-IT1	0
AOC1	0
AOC2	0.400603
AOC3	0.0250066
AOC4P	0
AOX1	12.9509
AOX2P	0
AP1AR	8.09626
AP1B1	19.4832
AP1B1P1	0
AP1G1	21.4337
AP1G2	0.655615
AP1M1	126.52
AP1M2	13.5201
AP1S1	232.92
AP1S2	17.5215
AP1S3	2.84128
AP2A1	42.3234
AP2A2	6.3774
AP2B1	60.0907
AP2M1	435.384
AP2S1	703.719
AP3B1	31.0401
AP3B2	1.38733
AP3D1	40.0697
AP3M1	19.2791
AP3M2	4.32775
AP3S1	117.141
AP3S2	19.0715
AP4B1	12.5343
AP4B1-AS1	0
AP4E1	8.35905
AP4M1	9.77325
AP4S1	1.39643
AP5B1	4.92893
AP5M1	22.6403
AP5S1	10.939
AP5Z1	5.63796
APAF1	1.60094
APBA1	0.0343473
APBA2	0.016096
APBA3	7.93123
APBB1	9.43537
APBB1IP	0.112553
APBB2	4.39644
APBB3	1.19352
APC	3.59878
APC2	0.148714
APCDD1	0
APCDD1L	52.283
APCDD1L-AS1	12.3299
APCS	0
APEH	33.6894
APELA	0
APEX1	50.3145
APEX2	30.5207
APH1A	121.908
APH1B	9.12863
API5	55.0825
APIP	47.4921
APITD1	29.4683
APITD1-CORT	4.92408
APLF	0.691283
APLN	14.981
APLNR	0
APLP1	1.90448
APLP2	56.4569
APMAP	29.7028
APOA1	0.236814
APOA1-AS	0
APOA1BP	119.657
APOA2	0
APOA4	0.130759
APOA5	0
APOB	0.00393686
APOBEC1	0
APOBEC2	0.268008
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	17.4451
APOBEC3B-AS1	0.987983
APOBEC3C	37.6726
APOBEC3D	0.667015
APOBEC3F	2.87806
APOBEC3G	1.04136
APOBEC3H	0
APOBEC4	0
APOBR	0.198465
APOC1	0.21153
APOC1P1	0
APOC2	0.104142
APOC3	0
APOC4	0
APOC4-APOC2	3.52062E-07
APOD	0.2955
APOE	0.348572
APOF	0
APOH	0
APOL1	5.08333
APOL2	34.2032
APOL3	4.2591
APOL4	0.0511752
APOL5	0
APOL6	6.08811
APOLD1	2.41947
APOM	1.91483
APOO	57.7115
APOOL	5.20459
APOOP5	0
APOPT1	79.0733
APP	89.6303
APPBP2	5.61333
APPL1	12.3674
APPL2	13.3367
APRT	289.52
APTR	2.43852
APTX	32.1405
AQP1	0.122777
AQP10	0
AQP11	0.309071
AQP12A	0
AQP12B	0
AQP2	0
AQP3	0.525557
AQP4	0
AQP4-AS1	0.0250298
AQP5	0
AQP6	0.0447088
AQP7	0
AQP7P1	0.0552145
AQP7P3	0.671405
AQP8	0.049581
AQP9	0.486081
AQR	15.2793
AR	1.10892
ARAF	18.5224
ARAP1	5.60994
ARAP2	2.28845
ARAP3	3.26002
ARC	3.25353
ARCN1	68.9281
AREG	0
AREL1	12.8148
ARF1	512.562
ARF3	132.229
ARF4	287.455
ARF5	200.369
ARF6	38.3513
ARFGAP1	28.2958
ARFGAP2	18.448
ARFGAP3	8.10408
ARFGEF1	7.18656
ARFGEF2	6.16972
ARFGEF3	0.970518
ARFIP1	15.7992
ARFIP2	35.7788
ARFRP1	19.0561
ARG1	0
ARG2	21.1512
ARGFX	0.0112695
ARGFXP2	0.32839
ARGLU1	25.8726
ARHGAP1	53.5243
ARHGAP10	6.79848
ARHGAP11A	25.6722
ARHGAP11B	2.2883
ARHGAP12	8.91943
ARHGAP15	0
ARHGAP17	25.0552
ARHGAP18	5.50242
ARHGAP19	3.32269
ARHGAP19-SLIT1	0
ARHGAP20	0
ARHGAP21	9.3629
ARHGAP22	6.48914
ARHGAP23	13.0952
ARHGAP24	0.33102
ARHGAP25	0.14374
ARHGAP26	1.09685
ARHGAP26-AS1	0
ARHGAP26-IT1	0
ARHGAP27	2.57144
ARHGAP28	0.359935
ARHGAP29	3.65737
ARHGAP30	0.1336
ARHGAP31	3.88892
ARHGAP31-AS1	0.130093
ARHGAP32	1.09083
ARHGAP33	1.64927
ARHGAP35	19.4188
ARHGAP36	0
ARHGAP39	1.76422
ARHGAP4	0.233612
ARHGAP40	0.187142
ARHGAP42	1.25267
ARHGAP44	1.94672
ARHGAP5	7.49012
ARHGAP5-AS1	2.43949
ARHGAP6	0
ARHGAP8	0
ARHGAP9	0.114796
ARHGDIA	402.227
ARHGDIB	4.43483
ARHGDIG	0
ARHGEF1	51.0196
ARHGEF10	2.88776
ARHGEF10L	4.05479
ARHGEF11	5.86113
ARHGEF12	11.7466
ARHGEF15	0
ARHGEF16	0
ARHGEF17	0.784811
ARHGEF18	8.60663
ARHGEF19	0
ARHGEF2	35.9741
ARHGEF25	6.97815
ARHGEF26	1.52977
ARHGEF26-AS1	0.0228771
ARHGEF28	2.77641
ARHGEF3	5.09355
ARHGEF3-AS1	0
ARHGEF33	0.120246
ARHGEF34P	0.15064
ARHGEF35	0.482523
ARHGEF37	0.540634
ARHGEF38	0
ARHGEF38-IT1	0
ARHGEF39	7.83397
ARHGEF4	0
ARHGEF40	6.20905
ARHGEF5	0.611683
ARHGEF6	13.9475
ARHGEF7	16.951
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	3.08242
ARHGEF9-IT1	0
ARID1A	17.7107
ARID1B	3.79632
ARID2	4.31022
ARID3A	10.6976
ARID3B	1.46758
ARID3C	0
ARID4A	2.98117
ARID4B	7.43979
ARID5A	4.29457
ARID5B	4.52109
ARIH1	16.3574
ARIH2	20.3038
ARIH2OS	0.392748
ARL1	53.0238
ARL10	1.04505
ARL11	0
ARL13A	0
ARL13B	5.10949
ARL14	0.151485
ARL14EP	15.4169
ARL14EPL	1.74672
ARL15	4.87186
ARL16	18.826
ARL17A	0.802667
ARL17B	0.0853147
ARL2	141.105
ARL2-SNX15	0
ARL2BP	59.2666
ARL3	12.0748
ARL4A	14.676
ARL4C	5.38561
ARL4D	28.5439
ARL5A	11.0521
ARL5B	4.62799
ARL5C	0
ARL6	8.49314
ARL6IP1	234.845
ARL6IP4	247.777
ARL6IP5	95.6902
ARL6IP6	2.59024
ARL8A	35.5975
ARL8B	24.914
ARL9	0
ARMC1	23.7383
ARMC10	48.2194
ARMC12	0
ARMC2	0.52729
ARMC2-AS1	0
ARMC3	0
ARMC4	0.880637
ARMC5	6.30878
ARMC6	25.8758
ARMC7	10.9579
ARMC8	7.40044
ARMC9	12.0855
ARMCX1	15.3298
ARMCX2	11.8341
ARMCX3	7.67893
ARMCX4	2.71331
ARMCX5	6.9406
ARMCX5-GPRASP2	0.950756
ARMCX6	36.6964
ARMS2	0
ARMT1	9.95366
ARNT	16.9949
ARNT2	1.55195
ARNTL	4.12033
ARNTL2	14.0787
ARNTL2-AS1	0.0898059
ARPC1A	146.961
ARPC1B	163.663
ARPC2	185.097
ARPC3	678.514
ARPC4	191.399
ARPC4-TTLL3	0.433294
ARPC5	81.9215
ARPC5L	66.3815
ARPIN	11.7618
ARPP19	61.056
ARPP21	0
ARR3	0
ARRB1	2.27369
ARRB2	43.1867
ARRDC1	17.9093
ARRDC1-AS1	19.9735
ARRDC2	9.02343
ARRDC3	33.1547
ARRDC3-AS1	0.381317
ARRDC4	6.18251
ARRDC5	0
ARSA	2.06314
ARSB	3.51605
ARSD	3.87286
ARSE	3.34415
ARSF	0
ARSG	0.213467
ARSH	0
ARSI	2.80981
ARSJ	2.7794
ARSK	3.31329
ART1	0
ART3	0
ART4	0
ART5	0
ARTN	15.0003
ARV1	43.0097
ARVCF	0.357369
ARX	0
AS3MT	6.75493
ASAH1	28.9111
ASAH2	0.415462
ASAH2B	1.58587
ASAP1	8.20843
ASAP1-IT1	0
ASAP1-IT2	0.629422
ASAP2	9.74983
ASAP3	3.65652
ASB1	3.28094
ASB10	0
ASB11	0
ASB12	0
ASB13	2.95537
ASB14	0.603614
ASB15	0
ASB16	0.226405
ASB16-AS1	3.56285
ASB17	0
ASB18	0
ASB2	0.0643465
ASB3	16.941
ASB4	0
ASB5	0
ASB6	17.983
ASB7	8.61595
ASB8	37.8533
ASB9	3.03552
ASB9P1	0.154117
ASCC1	10.7817
ASCC2	21.3341
ASCC3	4.79094
ASCL1	0.0240204
ASCL2	0
ASCL3	0
ASCL4	0
ASCL5	0.0900372
ASF1A	31.0678
ASF1B	90.3945
ASGR1	0.0926174
ASGR2	0
ASH1L	3.8546
ASH1L-AS1	1.15117
ASH2L	20.2223
ASIC1	1.19993
ASIC2	0
ASIC3	0
ASIC4	0
ASIC5	0
ASIP	0
ASL	15.7043
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASNA1	150.422
ASNS	53.5542
