Gene symbol	Con1__2
APOBEC3B-AS1	6.58804
APOBEC3C	7.05494
APOBEC3D	3.1749
APOBEC3F	82.6813
APOBEC3G	0
APOBEC3H	0
APOBEC4	0
APOBR	0
APOC1	61.0891
APOC1P1	4.68801
APOC2	0
APOC3	0
APOC4	0
APOC4-APOC2	0
APOD	1.14828
APOE	1.12813
APOF	0
APOH	0
APOL1	47.5602
APOL2	5.45629
APOL3	14.3085
APOL4	34.7411
APOL5	0
APOL6	1.45477
APOLD1	20.766
APOM	0
APOO	0
APOOL	7.26553
APOOP5	0
APOPT1	15.3017
APP	14.3984
APPBP2	0.333289
APPL1	22.4359
APPL2	0
APRT	7.01847
APTR	0
APTX	16.0387
AQP1	20.5823
AQP10	11.2355
AQP11	0
AQP12A	0
AQP12B	0
AQP2	3.91328
AQP3	0
AQP4	0
AQP4-AS1	30.9973
AQP5	43.9819
AQP6	19.562
AQP7	0
AQP7P1	27.598
AQP7P3	37.783
AQP8	0
AQP9	15.14
AQR	0
AR	1.18509
ARAF	16.3785
ARAP1	8.53576
ARAP2	5.05377
ARAP3	0.818786
ARC	12.5136
ARCN1	18.7818
AREG	0
AREL1	2.17259
ARF1	37.3297
ARF3	26.4849
ARF4	0
ARF5	0
ARF6	11.3891
ARFGAP1	6.36992
ARFGAP2	4.18661
ARFGAP3	0
ARFGEF1	6.91948
ARFGEF2	13.2617
ARFGEF3	12.4372
ARFIP1	1.55459
ARFIP2	5.69476
ARFRP1	60.2091
ARG1	0
ARG2	0
ARGFX	15.7652
ARGFXP2	0
ARGLU1	0
ARHGAP1	7.36952
ARHGAP10	33.5514
ARHGAP11A	22.1572
ARHGAP11B	0
ARHGAP12	0
ARHGAP15	46.5596
ARHGAP17	0
ARHGAP18	0
ARHGAP19	2.19448
ARHGAP19-SLIT1	0
ARHGAP20	7.99396
ARHGAP21	12.3217
ARHGAP22	3.88709
ARHGAP23	0
ARHGAP24	3.32001
ARHGAP25	2.34161
ARHGAP26	9.88514
ARHGAP26-AS1	4.15383
ARHGAP26-IT1	0
ARHGAP27	1.20513
ARHGAP28	3.30313
ARHGAP29	9.38524
ARHGAP30	9.92056
ARHGAP31	15.6125
ARHGAP31-AS1	0
ARHGAP32	5.47651
ARHGAP33	0
ARHGAP35	17.3642
ARHGAP36	1.57181
ARHGAP39	6.49777
ARHGAP4	0
ARHGAP40	0
ARHGAP42	0.683403
ARHGAP44	9.97976
ARHGAP5	13.2948
ARHGAP5-AS1	0
ARHGAP6	4.24028
ARHGAP8	0
ARHGAP9	16.6199
ARHGDIA	53.6153
ARHGDIB	33.5281
ARHGDIG	0
ARHGEF1	0
ARHGEF10	0
ARHGEF10L	11.7564
ARHGEF11	1.10246
ARHGEF12	11.3621
ARHGEF15	6.22182
ARHGEF16	0.385448
ARHGEF17	2.03702
ARHGEF18	11.1467
ARHGEF19	0
ARHGEF2	1.32866
ARHGEF25	0
ARHGEF26	0.421621
ARHGEF26-AS1	63.9939
ARHGEF28	0
ARHGEF3	7.72883
ARHGEF3-AS1	0
ARHGEF33	0
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	5.55607
ARHGEF38	0.197092
ARHGEF38-IT1	0
ARHGEF39	0.583271
ARHGEF4	21.4948
ARHGEF40	0.763657
ARHGEF5	0
ARHGEF6	5.17641
ARHGEF7	3.40335
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	2.45102
ARHGEF9-IT1	0
ARID1A	0.133666
ARID1B	4.17632
ARID2	3.25077
ARID3A	0
ARID3B	5.8633
ARID3C	2.04757
ARID4A	3.28205
ARID4B	4.43073
ARID5A	0
ARID5B	3.94052
ARIH1	12.9242
ARIH2	2.15087
ARIH2OS	8.29843
ARL1	0
ARL10	20.3831
ARL11	35.9017
ARL13A	0
ARL13B	20.6915
ARL14	0
ARL14EP	23.9998
ARL14EPL	0
ARL15	0
ARL16	0
ARL17A	0
ARL17B	0
ARL2	0
ARL2-SNX15	0
ARL2BP	1.65447
ARL3	15.2681
ARL4A	10.8605
ARL4C	0.272705
ARL4D	0
ARL5A	0
ARL5B	11.9636
ARL5C	0
ARL6	0
ARL6IP1	8.11113
ARL6IP4	26.4264
ARL6IP5	5.4334
ARL6IP6	28.5872
ARL8A	5.51389
ARL8B	6.3597
ARL9	0
ARMC1	3.53792
ARMC10	24.1429
ARMC12	0
ARMC2	8.40389
ARMC2-AS1	2.12835
ARMC3	0
ARMC4	9.67967
ARMC5	12.2319
ARMC6	0
ARMC7	131.011
ARMC8	24.6164
ARMC9	2.64905
ARMCX1	0
ARMCX2	20.3909
ARMCX3	6.6742
ARMCX4	10.5697
ARMCX5	13.4968
ARMCX5-GPRASP2	0
ARMCX6	4.70186
ARMS2	0
ARMT1	0
ARNT	0
ARNT2	4.88249
ARNTL	1.20695
ARNTL2	22.3393
ARNTL2-AS1	0
ARPC1A	0
ARPC1B	0
ARPC2	38.4985
ARPC3	50.0782
ARPC4	27.7182
ARPC4-TTLL3	0
ARPC5	34.619
ARPC5L	0
ARPIN	18.4575
ARPP19	16.7172
ARPP21	2.72342
ARR3	5.74286
ARRB1	1.27517
ARRB2	0
ARRDC1	9.05283
ARRDC1-AS1	0
ARRDC2	8.17449
ARRDC3	11.2695
ARRDC3-AS1	12.2514
ARRDC4	9.12926
ARRDC5	18.3229
ARSA	14.5778
ARSB	18.5144
ARSD	1.03982
ARSE	7.61839
ARSF	0
ARSG	8.92789
ARSH	0
ARSI	9.47401
ARSJ	0.231594
ARSK	1.65408
ART1	0
ART3	2.36907
ART4	15.3845
ART5	0
ARTN	0
ARV1	0
ARVCF	0
ARX	9.35585
AS3MT	9.22144
ASAH1	4.57181
ASAH2	0
ASAH2B	0
ASAP1	0
ASAP1-IT1	15.2426
ASAP1-IT2	4.5813
ASAP2	3.27163
ASAP3	1.06428
ASB1	4.67904
ASB10	27.3679
ASB11	2.0566
ASB12	0
ASB13	6.59131
ASB14	16.2351
ASB15	0
ASB16	50.2389
ASB16-AS1	11.9968
ASB17	0
ASB18	0
ASB2	8.16128
ASB3	1.11917
ASB4	1.14672
ASB5	0
ASB6	27.4196
ASB7	7.3115
ASB8	0.865177
ASB9	0
ASB9P1	32.5496
ASCC1	13.1907
ASCC2	8.28183
ASCC3	7.6875
ASCL1	22.8693
ASCL2	23.5758
ASCL3	0
ASCL4	12.6987
ASCL5	49.4527
ASF1A	19.4601
ASF1B	0
ASGR1	0.893185
ASGR2	0
ASH1L	1.60543
ASH1L-AS1	18.4399
ASH2L	12.3945
ASIC1	19.1332
ASIC2	6.08899
ASIC3	4.84402
ASIC4	0.394307
ASIC5	0
ASIP	0
ASL	0
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	0
ASNSD1	3.2203
ASPA	19.3445
ASPDH	0
ASPG	1.7763
ASPH	24.3275
ASPHD1	0
ASPHD2	4.67954
ASPM	4.54055
ASPN	0
ASPRV1	0.530459
ASPSCR1	0
ASRGL1	1.46456
ASS1	2.65215
ASTE1	0
ASTL	0
ASTN1	18.7783
ASTN2	117.866
ASTN2-AS1	0
ASUN	0
ASXL1	0
ASXL2	6.97033
ASXL3	6.25213
ASZ1	0
ATAD1	5.51332
ATAD2	4.24818
ATAD2B	9.69741
ATAD3A	0.490512
ATAD3B	0
ATAD3C	18.4543
ATAD5	8.0712
ATAT1	0
ATCAY	12.8598
ATE1	0.675735
ATE1-AS1	0
ATF1	0
ATF2	25.0928
ATF3	4.26742
ATF4	26.8953
ATF5	0.569493
ATF6	9.85321
ATF6B	19.4788
ATF7	0
ATF7IP	7.74187
ATF7IP2	0.302037
ATG10	5.16435
ATG101	0
ATG12	8.06543
ATG13	2.26991
ATG14	2.96732
ATG16L1	0.767447
ATG16L2	11.3087
ATG2A	1.84419
ATG2B	7.38904
ATG3	0
ATG4A	0
