Gene symbol	Con1__1
APOBEC3F	71.0181
APOBEC3G	0
APOBEC3H	0
APOBEC4	0
APOBR	0
APOC1	97.0326
APOC1P1	30.1224
APOC2	0
APOC3	0
APOC4	0
APOC4-APOC2	0
APOD	0
APOE	0
APOF	0
APOH	0
APOL1	47.3218
APOL2	1.42484
APOL3	10.863
APOL4	31.9268
APOL5	0
APOL6	1.22037
APOLD1	20.1702
APOM	0
APOO	0
APOOL	5.11169
APOOP5	0
APOPT1	14.9012
APP	17.7006
APPBP2	0.177881
APPL1	23.0057
APPL2	0
APRT	12.4082
APTR	0
APTX	13.6767
AQP1	19.955
AQP10	7.74877
AQP11	0
AQP12A	0
AQP12B	0
AQP2	4.17605
AQP3	0
AQP4	0
AQP4-AS1	28.4799
AQP5	45.5012
AQP6	16.3292
AQP7	0
AQP7P1	30.934
AQP7P3	43.6671
AQP8	0
AQP9	5.90902
AQR	0
AR	1.05441
ARAF	12.1305
ARAP1	9.18951
ARAP2	6.16576
ARAP3	1.52935
ARC	9.30388
ARCN1	18.8804
AREG	0
AREL1	1.68649
ARF1	35.8133
ARF3	31.2511
ARF4	0
ARF5	0
ARF6	10.0783
ARFGAP1	8.06884
ARFGAP2	4.06009
ARFGAP3	0
ARFGEF1	7.38667
ARFGEF2	13.0307
ARFGEF3	12.3047
ARFIP1	1.65833
ARFIP2	7.08882
ARFRP1	73.5974
ARG1	0
ARG2	0
ARGFX	14.5524
ARGFXP2	0
ARGLU1	0
ARHGAP1	8.20482
ARHGAP10	37.3493
ARHGAP11A	26.2435
ARHGAP11B	0
ARHGAP12	0
ARHGAP15	38.8358
ARHGAP17	0
ARHGAP18	0
ARHGAP19	1.70347
ARHGAP19-SLIT1	0
ARHGAP20	7.56316
ARHGAP21	12.8367
ARHGAP22	3.10895
ARHGAP23	0
ARHGAP24	5.31479
ARHGAP25	2.49786
ARHGAP26	11.3164
ARHGAP26-AS1	4.41763
ARHGAP26-IT1	0
ARHGAP27	1.28589
ARHGAP28	4.56261
ARHGAP29	11.0095
ARHGAP30	10.044
ARHGAP31	14.1463
ARHGAP31-AS1	0
ARHGAP32	5.84691
ARHGAP33	0
ARHGAP35	15.1099
ARHGAP36	1.25751
ARHGAP39	5.94402
ARHGAP4	0
ARHGAP40	0
ARHGAP42	0.243122
ARHGAP44	7.10003
ARHGAP5	11.1441
ARHGAP5-AS1	0
ARHGAP6	5.49395
ARHGAP8	0
ARHGAP9	12.1285
ARHGDIA	75.1842
ARHGDIB	35.6939
ARHGDIG	0
ARHGEF1	0
ARHGEF10	0
ARHGEF10L	9.81862
ARHGEF11	0.672488
ARHGEF12	11.1975
ARHGEF15	11.0661
ARHGEF16	0.411174
ARHGEF17	0.724879
ARHGEF18	8.81272
ARHGEF19	0
ARHGEF2	0.850711
ARHGEF25	0
ARHGEF26	0.450002
ARHGEF26-AS1	63.1472
ARHGEF28	0.181883
ARHGEF3	7.58687
ARHGEF3-AS1	0
ARHGEF33	0
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	9.96216
ARHGEF38	0.841472
ARHGEF38-IT1	0
ARHGEF39	2.48951
ARHGEF4	29.6656
ARHGEF40	0.81511
ARHGEF5	0
ARHGEF6	3.84321
ARHGEF7	5.12831
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF9	3.32934
ARHGEF9-IT1	0
ARID1A	0
ARID1B	3.40277
ARID2	3.87094
ARID3A	0.426158
ARID3B	7.88954
ARID3C	2.17999
ARID4A	4.53351
ARID4B	3.54701
ARID5A	0
ARID5B	5.33905
ARIH1	10.51
ARIH2	1.72143
ARIH2OS	4.01926
ARL1	0.382683
ARL10	19.2101
ARL11	28.3423
ARL13A	0
ARL13B	27.5179
ARL14	0
ARL14EP	16.8922
ARL14EPL	0
ARL15	0
ARL16	0
ARL17A	0.218089
ARL17B	0
ARL2	0
ARL2-SNX15	0
ARL2BP	1.176
ARL3	18.7059
ARL4A	8.38959
ARL4C	0.873019
ARL4D	0
ARL5A	0.40995
ARL5B	10.474
ARL5C	0
ARL6	0
ARL6IP1	12.4334
ARL6IP4	10.5572
ARL6IP5	5.21393
ARL6IP6	30.4942
ARL8A	4.40735
ARL8B	4.78899
ARL9	0
ARMC1	5.45128
ARMC10	15.0179
ARMC12	0
ARMC2	9.60764
ARMC2-AS1	0
ARMC3	0
ARMC4	6.56983
ARMC5	9.37869
ARMC6	2.04562
ARMC7	126.564
ARMC8	22.4702
ARMC9	2.16246
ARMCX1	0
ARMCX2	22.6039
ARMCX3	6.76475
ARMCX4	12.1312
ARMCX5	16.1955
ARMCX5-GPRASP2	0
ARMCX6	0
ARMS2	0
ARMT1	0
ARNT	0
ARNT2	5.90683
ARNTL	4.29285
ARNTL2	14.2138
ARNTL2-AS1	0
ARPC1A	0
ARPC1B	0
ARPC2	22.3674
ARPC3	68.4656
ARPC4	25.9482
ARPC4-TTLL3	0
ARPC5	26.1943
ARPC5L	0
ARPIN	20.8128
ARPP19	16.5531
ARPP21	4.56013
ARR3	5.09626
ARRB1	1.96634
ARRB2	0
ARRDC1	5.62696
ARRDC1-AS1	1.15772
ARRDC2	7.74955
ARRDC3	7.831
ARRDC3-AS1	14.0343
ARRDC4	7.73634
ARRDC5	18.7442
ARSA	7.63679
ARSB	15.8102
ARSD	2.66357
ARSE	10.4723
ARSF	0
ARSG	6.06022
ARSH	0
ARSI	10.4818
ARSJ	0
ARSK	2.11772
ART1	0
ART3	0
ART4	8.67459
ART5	0
ARTN	0
ARV1	0
ARVCF	0
ARX	7.48512
AS3MT	5.40906
ASAH1	7.80143
ASAH2	0
ASAH2B	0
ASAP1	0
ASAP1-IT1	17.3842
ASAP1-IT2	4.27375
ASAP2	4.92995
ASAP3	1.13573
ASB1	3.66287
ASB10	31.3556
ASB11	1.31621
ASB12	0
ASB13	9.37345
ASB14	6.70117
ASB15	0
ASB16	50.1108
ASB16-AS1	1.59427
ASB17	0
ASB18	0
ASB2	10.0112
ASB3	1.19324
ASB4	1.22363
ASB5	0
ASB6	32.8563
ASB7	7.07551
ASB8	0.922789
ASB9	0
ASB9P1	31.5315
ASCC1	14.5541
ASCC2	5.11398
ASCC3	9.94822
ASCL1	24.3903
ASCL2	23.0925
ASCL3	0
ASCL4	12.9995
ASCL5	47.1311
ASF1A	19.7893
ASF1B	0
ASGR1	0.951323
ASGR2	0
ASH1L	2.19027
ASH1L-AS1	19.024
ASH2L	16.2066
ASIC1	19.3724
ASIC2	5.25874
ASIC3	5.16493
ASIC4	0.420614
ASIC5	0
ASIP	0
ASL	0
ASMT	0
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	0.74601
ASNSD1	1.96255
ASPA	37.2798
ASPDH	0
ASPG	3.1561
ASPH	25.5022
ASPHD1	0
ASPHD2	4.99265
ASPM	4.12584
ASPN	0.533497
ASPRV1	0
ASPSCR1	0
ASRGL1	1.04121
ASS1	0.706681
ASTE1	0
ASTL	0
ASTN1	16.6123
ASTN2	122.351
ASTN2-AS1	0
ASUN	0
ASXL1	0
ASXL2	6.64934
ASXL3	5.19122
ASZ1	0
ATAD1	2.35265
ATAD2	5.1527
ATAD2B	12.3113
ATAD3A	0
ATAD3B	0
ATAD3C	21.5099
ATAD5	8.45025
ATAT1	0
ATCAY	8.9214
ATE1	0.721191
ATE1-AS1	0
ATF1	0.483303
ATF2	17.2479
ATF3	3.89926
ATF4	32.3449
ATF5	0.607119
ATF6	10.8192
ATF6B	23.5015
ATF7	0.171895
ATF7IP	10.8085
ATF7IP2	0.322281
ATG10	1.00139
ATG101	0
ATG12	12.2591
ATG13	0.605712
ATG14	3.16689
ATG16L1	2.04668
ATG16L2	10.3353
ATG2A	1.07378
ATG2B	5.46176
ATG3	0
ATG4A	0
ATG4B	17.4454
ATG4C	15.7328
ATG4D	1.49508
